date,commodity,market,district,state,variety,grade,min_price,max_price,modal_price,arrivals
2025-08-04,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2304.57,2880.66,2551.8,3034.28
2025-08-05,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2419.73,3026.1,2688.48,2897.55
2025-08-06,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2260.16,2635.34,2447.34,4444.19
2025-08-07,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2194.3,2752.48,2435.96,3927.21
2025-08-08,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2253.58,2622.05,2427.42,4130.42
2025-08-09,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2422.13,2918.22,2686.59,2344.1
2025-08-11,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2145.78,2624.19,2370.9,5181.36
2025-08-12,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2199.61,2716.69,2424.03,3918.99
2025-08-13,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2087.58,2481.92,2300.08,3048.49
2025-08-14,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2309.94,2589.67,2452.94,1619.17
2025-08-15,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2357.24,2787.81,2541.76,3562.85
2025-08-16,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2237.62,2640.27,2417.44,3831.95
2025-08-17,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2091.1,2533.45,2305.02,3373.27
2025-08-18,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2231.69,2633.53,2418.57,4463.07
2025-08-19,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2456.71,2760.02,2589.64,4134.48
2025-08-20,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2331.6,2550.28,2452.13,2610.29
2025-08-21,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2276.74,2745.89,2489.66,2576.96
2025-08-22,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2148.58,2492.28,2299.67,2645.56
2025-08-23,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2647.12,2921.82,2761.96,3216.29
2025-08-25,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2221.78,2643.36,2419.84,2957.2
2025-08-26,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2449.19,2825.93,2608.19,3965.54
2025-08-27,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2341.21,2606.34,2456.45,3843.71
2025-08-28,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2366.23,2815.26,2582.68,2653.02
2025-08-29,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2396.03,2977.53,2653.18,2101.53
2025-08-30,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2284.6,2543.56,2410.6,3295.77
2025-09-01,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2342.57,2747.91,2524.36,3554.57
2025-09-02,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1951.41,2150.55,2039.15,2643.02
2025-09-03,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2150.8,2491.36,2319.23,4315.07
2025-09-04,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2092.9,2357.18,2224.04,5083.25
2025-09-05,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1987.78,2352.7,2165.57,3893.77
2025-09-06,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2201.07,2575.39,2402.92,3644.98
2025-09-08,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2176.38,2399.37,2285.66,3226.14
2025-09-09,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2301.48,2803.66,2512.87,3214.12
2025-09-10,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1988.82,2347.31,2140.3,2753.49
2025-09-11,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2133.3,2423.48,2294.14,3304.14
2025-09-12,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2064.06,2559.53,2278.39,4837.5
2025-09-13,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2190.15,2417.97,2301.87,4917.26
2025-09-14,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2092.83,2454.24,2274.83,2527.89
2025-09-15,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1867.83,2127.66,2008.44,4003.39
2025-09-16,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2142.84,2422.52,2279.09,3180.65
2025-09-17,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2175.56,2438.83,2294.43,3225.7
2025-09-18,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2018.07,2211.03,2112.6,4191.7
2025-09-19,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2127.5,2365.99,2229.34,4798.86
2025-09-20,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2202.87,2543.75,2345.94,3646.26
2025-09-22,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2276.3,2597.96,2433.54,3805.05
2025-09-23,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2340.26,2822.83,2561.12,3823.19
2025-09-24,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2320.08,2573.81,2434.07,3939.5
2025-09-25,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2239.0,2610.1,2418.26,4306.94
2025-09-26,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2265.45,2503.26,2393.43,4099.41
2025-09-27,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1975.54,2203.56,2098.98,3462.42
2025-09-29,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2335.85,2725.95,2503.25,2604.94
2025-09-30,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2119.48,2338.55,2215.47,3234.46
2025-10-01,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1740.22,1935.51,1823.4,5843.72
2025-10-02,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1700.79,1955.48,1807.67,3720.56
2025-10-03,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1791.13,1998.72,1879.78,6830.05
2025-10-04,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1674.15,2013.0,1835.88,5707.15
2025-10-06,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1921.78,2188.95,2044.67,5329.57
2025-10-07,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1756.55,1984.46,1870.72,5799.75
2025-10-08,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1840.77,2088.83,1954.27,6163.56
2025-10-09,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1647.91,1990.95,1821.18,5008.52
2025-10-10,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1668.42,1905.71,1792.1,5526.77
2025-10-11,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1908.38,2078.87,1998.99,4545.51
2025-10-13,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1856.04,2209.51,2037.9,7608.63
2025-10-14,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1796.13,1971.18,1888.96,8140.9
2025-10-15,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1815.36,2053.31,1915.97,4444.39
2025-10-16,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1861.11,2185.03,1996.59,5094.03
2025-10-17,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1878.95,2072.81,1970.44,3391.4
2025-10-18,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1934.99,2322.0,2130.03,4765.42
2025-10-20,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1786.02,2165.1,1954.47,5449.2
2025-10-21,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1641.01,1825.12,1725.39,5476.87
2025-10-22,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1804.03,2044.06,1918.5,4454.15
2025-10-23,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1822.46,2014.96,1915.6,7539.33
2025-10-24,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1765.96,1939.61,1842.08,4547.6
2025-10-25,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1827.84,2068.65,1938.39,5678.82
2025-10-27,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1798.24,1970.49,1879.12,6487.72
2025-10-28,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1781.47,2036.33,1906.52,5955.54
2025-10-29,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1791.49,2100.12,1931.82,4281.69
2025-10-30,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1803.89,2126.3,1961.43,5847.24
2025-10-31,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1754.99,1920.66,1838.61,4452.94
2025-11-01,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1834.12,2156.06,2000.06,5887.36
2025-11-03,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1722.04,2010.88,1851.85,6923.16
2025-11-04,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1647.92,2052.5,1819.92,5873.29
2025-11-05,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1602.77,1836.37,1702.83,5399.66
2025-11-06,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1730.21,1905.26,1824.25,5228.17
2025-11-07,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1844.92,2004.15,1932.24,6846.51
2025-11-08,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1702.58,1939.25,1810.05,7003.17
2025-11-10,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1947.39,2123.84,2042.09,4419.36
2025-11-11,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1683.36,2014.13,1836.36,4283.49
2025-11-12,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1753.98,2104.35,1943.49,6944.16
2025-11-13,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1597.16,1866.31,1740.55,4296.69
2025-11-14,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1730.75,1987.08,1852.4,5361.71
2025-11-15,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1720.81,1884.59,1804.82,6038.98
2025-11-16,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1651.31,1834.55,1749.94,4160.21
2025-11-17,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1794.64,1960.53,1870.95,5213.98
2025-11-18,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1678.76,1949.03,1795.75,5244.69
2025-11-19,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1888.81,2244.2,2079.86,6638.82
2025-11-20,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1589.79,1908.13,1732.8,7140.45
2025-11-21,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1537.65,1831.01,1687.92,5321.29
2025-11-22,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1727.35,1969.27,1840.09,5774.98
2025-11-23,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1580.96,1864.11,1730.42,4541.49
2025-11-24,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1551.74,1876.67,1707.91,6482.13
2025-11-25,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1587.04,1913.74,1723.97,5239.77
2025-11-26,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1590.26,1783.4,1692.6,7263.72
2025-11-27,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1721.14,2118.96,1910.09,5477.82
2025-11-28,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1787.23,2203.1,1965.12,3610.89
2025-11-29,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1599.7,1890.81,1760.41,4649.82
2025-12-01,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1977.01,2184.38,2090.94,5014.25
2025-12-02,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1949.68,2143.57,2054.68,5729.06
2025-12-03,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1715.99,2069.03,1875.69,5606.25
2025-12-04,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1845.66,2126.04,1975.04,3990.61
2025-12-05,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1897.67,2256.34,2071.04,3779.67
2025-12-06,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1833.77,2153.29,1993.99,4966.24
2025-12-07,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2008.1,2293.48,2146.64,4721.37
2025-12-08,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1917.65,2264.83,2062.43,5625.48
2025-12-09,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2083.78,2403.37,2220.74,5186.18
2025-12-10,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1918.84,2155.66,2048.89,4594.52
2025-12-11,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2013.06,2245.48,2123.08,5013.75
2025-12-12,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1688.14,2030.59,1872.58,6562.0
2025-12-13,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,2021.94,2186.83,2108.73,5442.2
2025-12-15,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1688.53,2000.99,1828.01,4825.59
2025-12-16,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1817.66,2189.17,2012.15,7117.93
2025-12-17,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1823.32,2087.45,1933.51,5638.13
2025-12-18,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1601.79,2011.52,1778.02,5223.53
2025-12-19,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1972.88,2135.32,2055.43,4328.02
2025-12-20,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1891.9,2117.85,2015.89,5893.72
2025-12-22,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1708.44,2045.03,1894.79,5742.69
2025-12-23,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1730.39,2075.85,1894.63,5131.16
2025-12-24,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1836.53,2069.31,1956.57,4258.94
2025-12-25,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1840.85,2111.89,1958.43,5780.81
2025-12-26,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1987.82,2163.01,2073.68,4562.63
2025-12-27,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1755.64,2106.05,1928.94,4473.21
2025-12-29,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1669.85,2021.31,1840.05,4825.87
2025-12-30,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1907.16,2301.16,2074.74,7582.13
2025-12-31,Onion,Lasalgaon,Nashik,Maharashtra,Red,FAQ,1888.48,2103.88,2003.66,5376.91
2023-01-02,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1820.26,1983.45,1905.57,2849.78
2023-01-03,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1776.35,2097.05,1910.74,2952.03
2023-01-04,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1896.9,2059.08,1979.34,3342.37
2023-01-05,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1700.59,1851.26,1773.18,3725.37
2023-01-06,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1922.54,2246.13,2096.71,3208.5
2023-01-07,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1813.78,2198.42,2013.65,3653.06
2023-01-09,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1905.84,2089.85,1990.4,3504.07
2023-01-10,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1764.62,1957.66,1849.04,2280.08
2023-01-11,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1878.7,2107.94,1996.73,3928.7
2023-01-12,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1787.75,2009.32,1884.69,3647.34
2023-01-13,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2018.88,2309.77,2141.65,2755.05
2023-01-14,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1881.85,2135.3,1992.82,3077.61
2023-01-16,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1654.73,1959.23,1795.5,2831.42
2023-01-17,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1584.14,1944.88,1755.93,2312.65
2023-01-18,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1788.03,2094.09,1925.46,3599.27
2023-01-19,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1936.24,2288.2,2085.77,3890.17
2023-01-20,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1726.49,2082.37,1894.84,2610.92
2023-01-21,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1741.64,1971.96,1845.24,3357.44
2023-01-23,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1854.25,2126.66,2005.21,2096.58
2023-01-24,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1756.9,2158.28,1926.55,2375.54
2023-01-25,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1875.2,2087.91,1964.66,3170.78
2023-01-26,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1563.8,1879.52,1709.73,2696.71
2023-01-27,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1767.63,1942.78,1863.51,2829.18
2023-01-28,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1661.42,1908.05,1775.14,2125.61
2023-01-30,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1524.11,1838.02,1688.68,2400.29
2023-01-31,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1831.02,2210.53,1996.44,3174.12
2023-02-01,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1708.09,1921.45,1825.52,2885.84
2023-02-02,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1691.38,2054.44,1870.76,2608.46
2023-02-03,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1861.15,2203.1,2007.46,1485.28
2023-02-04,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1906.02,2137.99,2018.06,2965.69
2023-02-05,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1847.55,2185.97,2024.6,2652.25
2023-02-06,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2065.09,2476.68,2252.02,3405.91
2023-02-07,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2136.51,2482.78,2321.05,1861.13
2023-02-08,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1828.13,2084.79,1939.07,2534.46
2023-02-09,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2023.84,2328.31,2153.16,2720.47
2023-02-10,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1805.67,2199.89,1994.83,2612.61
2023-02-11,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1759.05,2139.56,1918.5,2200.73
2023-02-13,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1874.46,2253.29,2060.61,2058.96
2023-02-14,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1875.61,2102.27,1974.67,2600.95
2023-02-15,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1977.85,2184.41,2091.45,2546.1
2023-02-16,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1978.0,2305.86,2150.65,3194.44
2023-02-17,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2004.2,2323.61,2176.76,3025.18
2023-02-18,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2028.97,2349.73,2196.41,2687.69
2023-02-20,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2013.62,2173.44,2098.55,2735.3
2023-02-21,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1990.83,2288.74,2127.46,2012.86
2023-02-22,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1725.42,2145.44,1902.09,2108.87
2023-02-23,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1980.15,2343.57,2164.55,3356.98
2023-02-24,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1966.54,2279.68,2107.16,3192.76
2023-02-25,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1978.4,2355.46,2142.3,2337.65
2023-02-27,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2013.98,2409.11,2186.28,3305.01
2023-02-28,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1867.21,2107.94,1984.96,2418.8
2023-03-01,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1985.52,2218.93,2095.67,2046.8
2023-03-02,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2070.31,2362.67,2196.38,2066.22
2023-03-03,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2086.49,2455.3,2269.8,2651.19
2023-03-04,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1855.14,2063.16,1953.49,1456.58
2023-03-06,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1906.45,2363.78,2098.16,2494.34
2023-03-07,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1963.54,2187.59,2066.59,2586.22
2023-03-08,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2216.62,2632.1,2398.12,2440.26
2023-03-09,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1789.43,2176.23,1983.46,2689.8
2023-03-10,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1818.18,2174.93,2011.53,2764.31
2023-03-11,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2286.55,2608.96,2452.64,3730.93
2023-03-13,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1878.7,2270.23,2083.55,2665.34
2023-03-14,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2022.41,2410.91,2223.36,2251.77
2023-03-15,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2007.56,2490.27,2219.44,1967.09
2023-03-16,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2061.4,2519.97,2257.2,2751.99
2023-03-17,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2113.61,2363.54,2242.8,2400.27
2023-03-18,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1837.59,2120.84,1959.73,2673.89
2023-03-20,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2255.53,2529.58,2386.42,1624.92
2023-03-21,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1963.65,2230.39,2110.73,2574.77
2023-03-22,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1793.24,2083.45,1926.58,2543.47
2023-03-23,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1987.53,2322.04,2155.36,1852.2
2023-03-24,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2131.78,2401.86,2248.94,2535.87
2023-03-25,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2194.73,2514.3,2348.17,1981.81
2023-03-27,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1990.0,2341.67,2147.27,2206.96
2023-03-28,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1903.46,2084.21,1985.05,3159.84
2023-03-29,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2021.36,2365.8,2169.47,2191.63
2023-03-30,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1961.93,2245.14,2108.82,2463.44
2023-03-31,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1797.43,2112.3,1944.26,3550.54
2023-04-01,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1944.64,2289.41,2091.18,2965.16
2023-04-03,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1881.02,2188.33,2015.67,2294.94
2023-04-04,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2069.85,2312.38,2198.77,2322.6
2023-04-05,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1983.77,2338.7,2143.93,2884.72
2023-04-06,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2281.96,2535.26,2392.1,2624.88
2023-04-07,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1981.19,2265.26,2102.87,2283.3
2023-04-08,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2204.19,2624.53,2413.05,2490.42
2023-04-10,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2262.04,2498.31,2378.84,3183.74
2023-04-11,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2042.55,2443.06,2238.3,3261.8
2023-04-12,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2268.5,2481.04,2370.38,3387.57
2023-04-13,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2043.09,2496.74,2244.06,2236.25
2023-04-14,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1983.77,2260.25,2113.92,2190.27
2023-04-15,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2334.74,2663.37,2499.98,2213.81
2023-04-17,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2279.31,2616.3,2465.01,2848.66
2023-04-18,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2106.03,2482.13,2270.07,2316.88
2023-04-19,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2092.68,2442.88,2285.01,3398.23
2023-04-20,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2056.55,2340.19,2202.89,2689.22
2023-04-21,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2186.69,2578.98,2381.89,2982.86
2023-04-22,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2295.55,2690.61,2471.73,2771.72
2023-04-24,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2277.95,2607.77,2457.51,1860.25
2023-04-25,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2025.45,2284.81,2149.47,2619.66
2023-04-26,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2204.67,2502.96,2346.51,2576.73
2023-04-27,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1974.24,2355.01,2149.27,1765.44
2023-04-28,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2291.15,2742.08,2526.23,2324.86
2023-04-29,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2131.4,2393.15,2244.63,2661.1
2023-05-01,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1966.74,2300.77,2147.08,2448.42
2023-05-02,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2096.56,2539.62,2312.68,2543.67
2023-05-03,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,1815.11,2199.1,1995.18,1829.9
2023-05-04,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2320.73,2630.06,2485.91,3411.92
2023-05-05,Onion,Nashik,Nashik,Maharashtra,Local,FAQ,2159.38,2418.7,2274.97,2266.45
