order_id,product_id,seller_id,buyer_id,commodity,district,state,quantity_kg,unit,listed_unit_price,negotiated_unit_price,final_unit_price,order_date,status,fulfillment_days,delivery_outcome,dataset_nature
ORD-DEMO-1095,PROD-WHE-115,SELLER-FARMER-6,BUYER-RETAIL-21,Wheat,Nashik,Maharashtra,25.7,KG,24.45,22.63,22.63,2025-04-06,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1096,PROD-TOM-116,SELLER-FARMER-7,BUYER-RETAIL-22,Tomato,Hubballi,Karnataka,304.3,KG,28.35,27.57,27.57,2025-04-07,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1097,PROD-ONI-117,SELLER-FARMER-8,BUYER-RETAIL-23,Onion,Nashik,Maharashtra,105.1,KG,34.4,34.4,34.4,2025-04-08,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1098,PROD-POT-118,SELLER-FARMER-9,BUYER-RETAIL-24,Potato,Pune,Maharashtra,232.5,KG,21.43,21.43,21.43,2025-04-09,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1099,PROD-RIC-119,SELLER-FARMER-10,BUYER-RETAIL-25,Rice,Hubballi,Karnataka,283.6,KG,57.75,57.75,57.75,2025-04-10,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1100,PROD-WHE-100,SELLER-FARMER-11,BUYER-RETAIL-1,Wheat,Nashik,Maharashtra,392.1,KG,25.25,24.03,24.03,2025-04-11,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1101,PROD-TOM-101,SELLER-FARMER-12,BUYER-RETAIL-2,Tomato,Hubballi,Karnataka,372.2,KG,28.58,28.58,28.58,2025-04-12,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1102,PROD-ONI-102,SELLER-FARMER-13,BUYER-RETAIL-3,Onion,Nashik,Maharashtra,447.6,KG,34.88,32.92,32.92,2025-04-13,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1103,PROD-POT-103,SELLER-FARMER-14,BUYER-RETAIL-4,Potato,Pune,Maharashtra,391.9,KG,21.47,19.93,19.93,2025-04-14,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1104,PROD-RIC-104,SELLER-FARMER-15,BUYER-RETAIL-5,Rice,Hubballi,Karnataka,422.6,KG,53.55,53.55,53.55,2025-04-15,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1105,PROD-WHE-105,SELLER-FARMER-1,BUYER-RETAIL-6,Wheat,Nashik,Maharashtra,425.8,KG,27.23,27.23,27.23,2025-04-16,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1106,PROD-TOM-106,SELLER-FARMER-2,BUYER-RETAIL-7,Tomato,Hubballi,Karnataka,150.0,KG,29.51,29.51,29.51,2025-04-17,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1107,PROD-ONI-107,SELLER-FARMER-3,BUYER-RETAIL-8,Onion,Nashik,Maharashtra,431.7,KG,33.51,33.51,33.51,2025-04-18,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1108,PROD-POT-108,SELLER-FARMER-4,BUYER-RETAIL-9,Potato,Pune,Maharashtra,182.3,KG,23.39,22.55,22.55,2025-04-19,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1109,PROD-RIC-109,SELLER-FARMER-5,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,109.8,KG,59.23,59.23,59.23,2025-04-20,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1110,PROD-WHE-110,SELLER-FARMER-6,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,178.4,KG,27.25,25.39,25.39,2025-04-21,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1111,PROD-TOM-111,SELLER-FARMER-7,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,350.2,KG,28.05,28.05,28.05,2025-04-22,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1112,PROD-ONI-112,SELLER-FARMER-8,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,350.0,KG,34.31,32.84,32.84,2025-04-23,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1113,PROD-POT-113,SELLER-FARMER-9,BUYER-RETAIL-14,Potato,Pune,Maharashtra,290.4,KG,25.25,25.25,25.25,2025-04-24,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1114,PROD-RIC-114,SELLER-FARMER-10,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,332.3,KG,55.82,55.82,55.82,2025-04-25,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1115,PROD-WHE-115,SELLER-FARMER-11,BUYER-RETAIL-16,Wheat,Nashik,Maharashtra,337.1,KG,27.09,27.09,27.09,2025-04-26,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1116,PROD-TOM-116,SELLER-FARMER-12,BUYER-RETAIL-17,Tomato,Hubballi,Karnataka,39.8,KG,28.42,28.42,28.42,2025-04-27,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1117,PROD-ONI-117,SELLER-FARMER-13,BUYER-RETAIL-18,Onion,Nashik,Maharashtra,45.9,KG,30.92,27.91,27.91,2025-04-28,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1118,PROD-POT-118,SELLER-FARMER-14,BUYER-RETAIL-19,Potato,Pune,Maharashtra,121.2,KG,23.22,23.22,23.22,2025-04-29,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1119,PROD-RIC-119,SELLER-FARMER-15,BUYER-RETAIL-20,Rice,Hubballi,Karnataka,478.7,KG,57.4,57.4,57.4,2025-04-30,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1120,PROD-WHE-100,SELLER-FARMER-1,BUYER-RETAIL-21,Wheat,Nashik,Maharashtra,91.9,KG,22.91,22.91,22.91,2025-05-01,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1121,PROD-TOM-101,SELLER-FARMER-2,BUYER-RETAIL-22,Tomato,Hubballi,Karnataka,173.7,KG,26.89,24.5,24.5,2025-05-02,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1122,PROD-ONI-102,SELLER-FARMER-3,BUYER-RETAIL-23,Onion,Nashik,Maharashtra,29.6,KG,32.22,31.02,31.02,2025-05-03,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1123,PROD-POT-103,SELLER-FARMER-4,BUYER-RETAIL-24,Potato,Pune,Maharashtra,81.0,KG,21.11,21.11,21.11,2025-05-04,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1124,PROD-RIC-104,SELLER-FARMER-5,BUYER-RETAIL-25,Rice,Hubballi,Karnataka,375.1,KG,57.03,57.03,57.03,2025-05-05,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1125,PROD-WHE-105,SELLER-FARMER-6,BUYER-RETAIL-1,Wheat,Nashik,Maharashtra,433.4,KG,25.44,23.79,23.79,2025-05-06,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1126,PROD-TOM-106,SELLER-FARMER-7,BUYER-RETAIL-2,Tomato,Hubballi,Karnataka,253.4,KG,29.46,29.46,29.46,2025-05-07,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1127,PROD-ONI-107,SELLER-FARMER-8,BUYER-RETAIL-3,Onion,Nashik,Maharashtra,42.9,KG,32.07,32.07,32.07,2025-05-08,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1128,PROD-POT-108,SELLER-FARMER-9,BUYER-RETAIL-4,Potato,Pune,Maharashtra,347.4,KG,20.93,20.93,20.93,2025-05-09,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1129,PROD-RIC-109,SELLER-FARMER-10,BUYER-RETAIL-5,Rice,Hubballi,Karnataka,249.5,KG,53.49,51.89,51.89,2025-05-10,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1130,PROD-WHE-110,SELLER-FARMER-11,BUYER-RETAIL-6,Wheat,Nashik,Maharashtra,408.0,KG,25.0,22.92,22.92,2025-05-11,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1131,PROD-TOM-111,SELLER-FARMER-12,BUYER-RETAIL-7,Tomato,Hubballi,Karnataka,474.5,KG,26.97,26.97,26.97,2025-05-12,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1132,PROD-ONI-112,SELLER-FARMER-13,BUYER-RETAIL-8,Onion,Nashik,Maharashtra,275.1,KG,31.28,30.63,30.63,2025-05-13,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1133,PROD-POT-113,SELLER-FARMER-14,BUYER-RETAIL-9,Potato,Pune,Maharashtra,499.2,KG,23.71,21.86,21.86,2025-05-14,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1134,PROD-RIC-114,SELLER-FARMER-15,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,312.1,KG,54.64,54.64,54.64,2025-05-15,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1135,PROD-WHE-115,SELLER-FARMER-1,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,34.6,KG,26.4,26.4,26.4,2025-05-16,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1136,PROD-TOM-116,SELLER-FARMER-2,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,79.6,KG,30.02,30.02,30.02,2025-05-17,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1137,PROD-ONI-117,SELLER-FARMER-3,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,439.5,KG,32.55,32.55,32.55,2025-05-18,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1138,PROD-POT-118,SELLER-FARMER-4,BUYER-RETAIL-14,Potato,Pune,Maharashtra,247.2,KG,24.03,24.03,24.03,2025-05-19,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1139,PROD-RIC-119,SELLER-FARMER-5,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,179.1,KG,58.8,54.35,54.35,2025-05-20,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1140,PROD-WHE-100,SELLER-FARMER-6,BUYER-RETAIL-16,Wheat,Nashik,Maharashtra,422.8,KG,23.05,23.05,23.05,2025-05-21,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1141,PROD-TOM-101,SELLER-FARMER-7,BUYER-RETAIL-17,Tomato,Hubballi,Karnataka,71.9,KG,28.7,26.15,26.15,2025-05-22,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1142,PROD-ONI-102,SELLER-FARMER-8,BUYER-RETAIL-18,Onion,Nashik,Maharashtra,367.4,KG,31.05,31.05,31.05,2025-05-23,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1143,PROD-POT-103,SELLER-FARMER-9,BUYER-RETAIL-19,Potato,Pune,Maharashtra,319.4,KG,24.74,23.86,23.86,2025-05-24,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1144,PROD-RIC-104,SELLER-FARMER-10,BUYER-RETAIL-20,Rice,Hubballi,Karnataka,327.1,KG,55.22,50.45,50.45,2025-05-25,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1145,PROD-WHE-105,SELLER-FARMER-11,BUYER-RETAIL-21,Wheat,Nashik,Maharashtra,74.4,KG,26.07,26.07,26.07,2025-05-26,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1146,PROD-TOM-106,SELLER-FARMER-12,BUYER-RETAIL-22,Tomato,Hubballi,Karnataka,93.4,KG,31.56,31.56,31.56,2025-05-27,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1147,PROD-ONI-107,SELLER-FARMER-13,BUYER-RETAIL-23,Onion,Nashik,Maharashtra,258.2,KG,34.64,31.95,31.95,2025-05-28,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1148,PROD-POT-108,SELLER-FARMER-14,BUYER-RETAIL-24,Potato,Pune,Maharashtra,454.9,KG,21.81,20.23,20.23,2025-05-29,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1149,PROD-RIC-109,SELLER-FARMER-15,BUYER-RETAIL-25,Rice,Hubballi,Karnataka,373.0,KG,62.05,58.69,58.69,2025-05-30,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1150,PROD-WHE-110,SELLER-FARMER-1,BUYER-RETAIL-1,Wheat,Nashik,Maharashtra,410.1,KG,27.27,27.27,27.27,2025-05-31,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1151,PROD-TOM-111,SELLER-FARMER-2,BUYER-RETAIL-2,Tomato,Hubballi,Karnataka,340.8,KG,31.55,31.55,31.55,2025-06-01,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1152,PROD-ONI-112,SELLER-FARMER-3,BUYER-RETAIL-3,Onion,Nashik,Maharashtra,361.6,KG,33.58,33.58,33.58,2025-06-02,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1153,PROD-POT-113,SELLER-FARMER-4,BUYER-RETAIL-4,Potato,Pune,Maharashtra,292.9,KG,21.49,21.49,21.49,2025-06-03,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1154,PROD-RIC-114,SELLER-FARMER-5,BUYER-RETAIL-5,Rice,Hubballi,Karnataka,214.1,KG,58.51,58.51,58.51,2025-06-04,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1155,PROD-WHE-115,SELLER-FARMER-6,BUYER-RETAIL-6,Wheat,Nashik,Maharashtra,160.9,KG,27.24,27.24,27.24,2025-06-05,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1156,PROD-TOM-116,SELLER-FARMER-7,BUYER-RETAIL-7,Tomato,Hubballi,Karnataka,67.9,KG,30.74,29.7,29.7,2025-06-06,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1157,PROD-ONI-117,SELLER-FARMER-8,BUYER-RETAIL-8,Onion,Nashik,Maharashtra,324.0,KG,33.39,33.39,33.39,2025-06-07,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1158,PROD-POT-118,SELLER-FARMER-9,BUYER-RETAIL-9,Potato,Pune,Maharashtra,389.6,KG,24.25,23.12,23.12,2025-06-08,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1159,PROD-RIC-119,SELLER-FARMER-10,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,355.7,KG,61.42,61.42,61.42,2025-06-09,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1160,PROD-WHE-100,SELLER-FARMER-11,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,105.5,KG,26.45,25.14,25.14,2025-06-10,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1161,PROD-TOM-101,SELLER-FARMER-12,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,29.1,KG,28.98,28.16,28.16,2025-06-11,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1162,PROD-ONI-102,SELLER-FARMER-13,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,235.0,KG,34.47,33.76,33.76,2025-06-12,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1163,PROD-POT-103,SELLER-FARMER-14,BUYER-RETAIL-14,Potato,Pune,Maharashtra,151.3,KG,23.58,23.58,23.58,2025-06-13,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1164,PROD-RIC-104,SELLER-FARMER-15,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,304.6,KG,52.66,52.66,52.66,2025-06-14,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1165,PROD-WHE-105,SELLER-FARMER-1,BUYER-RETAIL-16,Wheat,Nashik,Maharashtra,328.8,KG,23.56,22.96,22.96,2025-06-15,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1166,PROD-TOM-106,SELLER-FARMER-2,BUYER-RETAIL-17,Tomato,Hubballi,Karnataka,372.7,KG,27.03,25.34,25.34,2025-06-16,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1167,PROD-ONI-107,SELLER-FARMER-3,BUYER-RETAIL-18,Onion,Nashik,Maharashtra,433.3,KG,35.56,35.56,35.56,2025-06-17,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1168,PROD-POT-108,SELLER-FARMER-4,BUYER-RETAIL-19,Potato,Pune,Maharashtra,294.7,KG,23.35,22.77,22.77,2025-06-18,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1169,PROD-RIC-109,SELLER-FARMER-5,BUYER-RETAIL-20,Rice,Hubballi,Karnataka,52.1,KG,53.14,53.14,53.14,2025-06-19,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1170,PROD-WHE-110,SELLER-FARMER-6,BUYER-RETAIL-21,Wheat,Nashik,Maharashtra,162.1,KG,23.11,21.19,21.19,2025-06-20,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1171,PROD-TOM-111,SELLER-FARMER-7,BUYER-RETAIL-22,Tomato,Hubballi,Karnataka,77.1,KG,27.19,27.19,27.19,2025-06-21,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1172,PROD-ONI-112,SELLER-FARMER-8,BUYER-RETAIL-23,Onion,Nashik,Maharashtra,380.3,KG,33.35,33.35,33.35,2025-06-22,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1173,PROD-POT-113,SELLER-FARMER-9,BUYER-RETAIL-24,Potato,Pune,Maharashtra,216.9,KG,23.25,23.25,23.25,2025-06-23,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1174,PROD-RIC-114,SELLER-FARMER-10,BUYER-RETAIL-25,Rice,Hubballi,Karnataka,142.9,KG,60.15,60.15,60.15,2025-06-24,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1175,PROD-WHE-115,SELLER-FARMER-11,BUYER-RETAIL-1,Wheat,Nashik,Maharashtra,430.1,KG,26.35,26.35,26.35,2025-06-25,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1176,PROD-TOM-116,SELLER-FARMER-12,BUYER-RETAIL-2,Tomato,Hubballi,Karnataka,77.1,KG,27.63,26.72,26.72,2025-06-26,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1177,PROD-ONI-117,SELLER-FARMER-13,BUYER-RETAIL-3,Onion,Nashik,Maharashtra,261.1,KG,33.7,32.78,32.78,2025-06-27,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1178,PROD-POT-118,SELLER-FARMER-14,BUYER-RETAIL-4,Potato,Pune,Maharashtra,92.3,KG,23.56,23.56,23.56,2025-06-28,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1179,PROD-RIC-119,SELLER-FARMER-15,BUYER-RETAIL-5,Rice,Hubballi,Karnataka,483.6,KG,57.56,57.56,57.56,2025-06-29,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1180,PROD-WHE-100,SELLER-FARMER-1,BUYER-RETAIL-6,Wheat,Nashik,Maharashtra,86.8,KG,25.17,25.17,25.17,2025-06-30,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1181,PROD-TOM-101,SELLER-FARMER-2,BUYER-RETAIL-7,Tomato,Hubballi,Karnataka,210.0,KG,29.97,29.97,29.97,2025-07-01,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1182,PROD-ONI-102,SELLER-FARMER-3,BUYER-RETAIL-8,Onion,Nashik,Maharashtra,52.9,KG,32.22,32.22,32.22,2025-07-02,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1183,PROD-POT-103,SELLER-FARMER-4,BUYER-RETAIL-9,Potato,Pune,Maharashtra,302.9,KG,24.93,22.49,22.49,2025-07-03,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1184,PROD-RIC-104,SELLER-FARMER-5,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,362.3,KG,53.23,53.23,53.23,2025-07-04,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1185,PROD-WHE-105,SELLER-FARMER-6,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,301.7,KG,26.86,24.39,24.39,2025-07-05,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1186,PROD-TOM-106,SELLER-FARMER-7,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,389.1,KG,30.44,30.44,30.44,2025-07-06,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1187,PROD-ONI-107,SELLER-FARMER-8,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,444.7,KG,34.62,34.62,34.62,2025-07-07,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1188,PROD-POT-108,SELLER-FARMER-9,BUYER-RETAIL-14,Potato,Pune,Maharashtra,474.6,KG,23.84,21.89,21.89,2025-07-08,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1189,PROD-RIC-109,SELLER-FARMER-10,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,228.0,KG,55.84,55.84,55.84,2025-07-09,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
