order_id,commodity,seller_type,buyer_type,location,state,quantity,unit,listed_price_per_unit,negotiated_price_per_unit,final_price_per_unit,order_date,order_status,fulfillment_days,delivery_outcome,platform_fee_inr
ORD-SYNTH-1143,Potato,FPO,RETAILER,Pune,Maharashtra,4365.01,KG,24.35,24.25,24.25,2025-03-13,COMPLETED,3,DELIVERED_ON_TIME,2117.03
ORD-SYNTH-1144,Rice,FARMER,RETAILER,Hubballi,Karnataka,4513.65,KG,59.38,56.06,56.06,2025-03-14,COMPLETED,3,DELIVERED_ON_TIME,5060.7
ORD-SYNTH-1145,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,3040.34,KG,24.28,23.21,23.21,2025-03-14,COMPLETED,5,DELIVERED_ON_TIME,1411.33
ORD-SYNTH-1146,Tomato,FARMER,RETAILER,Hubballi,Karnataka,498.12,KG,30.37,29.13,29.13,2025-03-15,COMPLETED,1,DELIVERED_ON_TIME,290.2
ORD-SYNTH-1147,Onion,FPO,BULK_PROCESSOR,Nashik,Maharashtra,3774.87,KG,36.34,33.83,33.83,2025-03-15,COMPLETED,1,DELIVERED_ON_TIME,2554.08
ORD-SYNTH-1148,Potato,FARMER,BULK_PROCESSOR,Pune,Maharashtra,1337.21,KG,23.68,22.5,22.5,2025-03-16,COMPLETED,1,DELIVERED_ON_TIME,601.74
ORD-SYNTH-1149,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,4403.22,KG,61.03,57.6,57.6,2025-03-16,COMPLETED,2,DELIVERED_ON_TIME,5072.51
ORD-SYNTH-1150,Wheat,FPO,RETAILER,Nashik,Maharashtra,70.98,KG,25.91,24.82,24.82,2025-03-17,COMPLETED,2,DELIVERED_ON_TIME,35.23
ORD-SYNTH-1151,Tomato,FPO,WHOLESALER,Hubballi,Karnataka,2355.05,KG,28.46,26.99,26.99,2025-03-17,COMPLETED,3,DELIVERED_ON_TIME,1271.26
ORD-SYNTH-1152,Onion,FPO,BULK_PROCESSOR,Nashik,Maharashtra,3902.07,KG,34.96,33.84,33.84,2025-03-18,COMPLETED,2,DELIVERED_ON_TIME,2640.92
ORD-SYNTH-1153,Potato,FPO,RETAILER,Pune,Maharashtra,911.18,KG,23.4,22.92,22.92,2025-03-18,COMPLETED,1,DELIVERED_ON_TIME,417.68
ORD-SYNTH-1154,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,1414.22,KG,60.67,56.3,56.3,2025-03-19,COMPLETED,5,DELIVERED_ON_TIME,1592.41
ORD-SYNTH-1155,Wheat,FARMER,BULK_PROCESSOR,Nashik,Maharashtra,4234.93,KG,25.79,24.17,24.17,2025-03-19,COMPLETED,4,DELIVERED_ON_TIME,2047.17
ORD-SYNTH-1156,Tomato,FPO,RETAILER,Hubballi,Karnataka,1036.61,KG,29.39,28.96,28.96,2025-03-20,COMPLETED,4,DELIVERED_ON_TIME,600.4
ORD-SYNTH-1157,Onion,FARMER,RETAILER,Nashik,Maharashtra,4518.6,KG,34.67,34.12,34.12,2025-03-20,COMPLETED,2,DELIVERED_LATE,3083.49
ORD-SYNTH-1158,Potato,FPO,BULK_PROCESSOR,Pune,Maharashtra,4799.26,KG,23.08,22.07,22.07,2025-03-21,COMPLETED,2,DELIVERED_ON_TIME,2118.39
ORD-SYNTH-1159,Rice,FPO,WHOLESALER,Hubballi,Karnataka,2357.74,KG,60.75,60.45,60.45,2025-03-21,COMPLETED,2,DELIVERED_ON_TIME,2850.51
ORD-SYNTH-1160,Wheat,FARMER,WHOLESALER,Nashik,Maharashtra,2760.57,KG,24.35,23.93,23.93,2025-03-22,COMPLETED,1,DELIVERED_ON_TIME,1321.21
ORD-SYNTH-1161,Tomato,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,4339.4,KG,31.7,31.39,31.39,2025-03-22,COMPLETED,3,DELIVERED_ON_TIME,2724.28
ORD-SYNTH-1162,Onion,FARMER,RETAILER,Nashik,Maharashtra,2677.11,KG,34.64,32.94,32.94,2025-03-23,COMPLETED,4,DELIVERED_ON_TIME,1763.68
ORD-SYNTH-1163,Potato,FARMER,BULK_PROCESSOR,Pune,Maharashtra,3806.45,KG,22.95,21.76,21.76,2025-03-23,COMPLETED,4,DELIVERED_ON_TIME,1656.57
ORD-SYNTH-1164,Rice,FPO,RETAILER,Hubballi,Karnataka,3063.64,KG,53.41,52.19,52.19,2025-03-24,COMPLETED,4,DELIVERED_ON_TIME,3197.83
ORD-SYNTH-1165,Wheat,FARMER,RETAILER,Nashik,Maharashtra,3111.99,KG,24.13,23.07,23.07,2025-03-24,COMPLETED,2,DELIVERED_ON_TIME,1435.87
ORD-SYNTH-1166,Tomato,FPO,RETAILER,Hubballi,Karnataka,1625.65,KG,31.1,28.83,28.83,2025-03-25,COMPLETED,1,DELIVERED_ON_TIME,937.35
ORD-SYNTH-1167,Onion,FARMER,RETAILER,Nashik,Maharashtra,979.89,KG,33.65,32.74,32.74,2025-03-25,COMPLETED,2,DELIVERED_ON_TIME,641.63
ORD-SYNTH-1168,Potato,FPO,WHOLESALER,Pune,Maharashtra,2868.28,KG,23.29,22.6,22.6,2025-03-26,COMPLETED,4,DELIVERED_ON_TIME,1296.46
ORD-SYNTH-1169,Rice,FPO,BULK_PROCESSOR,Hubballi,Karnataka,120.76,KG,55.33,52.75,52.75,2025-03-26,COMPLETED,4,DELIVERED_ON_TIME,127.4
ORD-SYNTH-1170,Wheat,FPO,RETAILER,Nashik,Maharashtra,2453.93,KG,26.39,24.88,24.88,2025-03-27,COMPLETED,1,DELIVERED_ON_TIME,1221.08
ORD-SYNTH-1171,Tomato,FPO,RETAILER,Hubballi,Karnataka,292.37,KG,31.18,28.86,28.86,2025-03-27,COMPLETED,1,DELIVERED_LATE,168.76
ORD-SYNTH-1172,Onion,FARMER,WHOLESALER,Nashik,Maharashtra,4906.63,KG,34.14,33.58,33.58,2025-03-28,COMPLETED,3,DELIVERED_ON_TIME,3295.29
ORD-SYNTH-1173,Potato,FPO,WHOLESALER,Pune,Maharashtra,1984.14,KG,23.68,22.95,22.95,2025-03-28,COMPLETED,4,DELIVERED_ON_TIME,910.72
ORD-SYNTH-1174,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,4607.24,KG,60.58,59.47,59.47,2025-03-29,COMPLETED,4,DELIVERED_ON_TIME,5479.85
ORD-SYNTH-1175,Wheat,FARMER,RETAILER,Nashik,Maharashtra,1163.31,KG,26.19,24.97,24.97,2025-03-29,COMPLETED,1,DELIVERED_ON_TIME,580.96
ORD-SYNTH-1176,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,4534.08,KG,26.83,25.78,25.78,2025-03-30,COMPLETED,4,DELIVERED_ON_TIME,2337.77
ORD-SYNTH-1177,Onion,FARMER,BULK_PROCESSOR,Nashik,Maharashtra,2093.92,KG,36.6,34.12,34.12,2025-03-30,COMPLETED,2,DELIVERED_ON_TIME,1428.89
ORD-SYNTH-1178,Potato,FPO,WHOLESALER,Pune,Maharashtra,1050.53,KG,21.73,21.7,21.7,2025-03-31,COMPLETED,4,DELIVERED_ON_TIME,455.93
ORD-SYNTH-1179,Rice,FPO,BULK_PROCESSOR,Hubballi,Karnataka,1973.05,KG,53.54,50.79,50.79,2025-03-31,COMPLETED,1,DELIVERED_ON_TIME,2004.22
ORD-SYNTH-1180,Wheat,FPO,RETAILER,Nashik,Maharashtra,4970.0,KG,25.67,24.89,24.89,2025-04-01,COMPLETED,2,DELIVERED_LATE,2474.07
ORD-SYNTH-1181,Tomato,FPO,BULK_PROCESSOR,Hubballi,Karnataka,2286.64,KG,30.51,28.74,28.74,2025-04-01,COMPLETED,2,DELIVERED_LATE,1314.36
ORD-SYNTH-1182,Onion,FPO,RETAILER,Nashik,Maharashtra,451.48,KG,33.9,31.96,31.96,2025-04-02,COMPLETED,3,DELIVERED_ON_TIME,288.59
ORD-SYNTH-1183,Potato,FPO,RETAILER,Pune,Maharashtra,3296.89,KG,21.66,20.27,20.27,2025-04-02,COMPLETED,3,DELIVERED_ON_TIME,1336.56
ORD-SYNTH-1184,Rice,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,119.9,KG,61.46,57.92,57.92,2025-04-03,COMPLETED,2,DELIVERED_LATE,138.89
ORD-SYNTH-1185,Wheat,FPO,WHOLESALER,Nashik,Maharashtra,957.91,KG,27.54,25.52,25.52,2025-04-03,COMPLETED,4,DELIVERED_ON_TIME,488.92
ORD-SYNTH-1186,Tomato,FARMER,RETAILER,Hubballi,Karnataka,1981.47,KG,29.23,28.94,28.94,2025-04-04,COMPLETED,3,DELIVERED_ON_TIME,1146.87
ORD-SYNTH-1187,Onion,FPO,RETAILER,Nashik,Maharashtra,850.67,KG,33.39,31.39,31.39,2025-04-04,COMPLETED,4,DELIVERED_ON_TIME,534.05
ORD-SYNTH-1188,Potato,FARMER,RETAILER,Pune,Maharashtra,2560.89,KG,22.98,21.86,21.86,2025-04-05,COMPLETED,2,DELIVERED_ON_TIME,1119.62
ORD-SYNTH-1189,Rice,FPO,WHOLESALER,Hubballi,Karnataka,1663.96,KG,56.91,53.15,53.15,2025-04-05,COMPLETED,3,DELIVERED_ON_TIME,1768.79
ORD-SYNTH-1190,Wheat,FARMER,WHOLESALER,Nashik,Maharashtra,778.98,KG,24.74,23.87,23.87,2025-04-06,COMPLETED,2,DELIVERED_ON_TIME,371.89
ORD-SYNTH-1191,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,559.81,KG,31.9,31.0,31.0,2025-04-06,COMPLETED,1,DELIVERED_ON_TIME,347.08
ORD-SYNTH-1192,Onion,FARMER,WHOLESALER,Nashik,Maharashtra,4521.91,KG,30.41,29.27,29.27,2025-04-07,COMPLETED,2,DELIVERED_ON_TIME,2647.13
ORD-SYNTH-1193,Potato,FPO,BULK_PROCESSOR,Pune,Maharashtra,2642.66,KG,21.39,20.65,20.65,2025-04-07,CANCELLED,2,CANCELLED,1091.42
ORD-SYNTH-1194,Rice,FARMER,RETAILER,Hubballi,Karnataka,2982.3,KG,61.98,58.2,58.2,2025-04-08,COMPLETED,3,DELIVERED_LATE,3471.4
ORD-SYNTH-1195,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,3319.07,KG,24.22,22.81,22.81,2025-04-08,COMPLETED,2,DELIVERED_ON_TIME,1514.16
ORD-SYNTH-1196,Tomato,FPO,WHOLESALER,Hubballi,Karnataka,2222.63,KG,29.6,27.66,27.66,2025-04-09,COMPLETED,2,DELIVERED_ON_TIME,1229.56
ORD-SYNTH-1197,Onion,FPO,WHOLESALER,Nashik,Maharashtra,1289.14,KG,30.99,29.13,29.13,2025-04-09,COMPLETED,1,DELIVERED_ON_TIME,751.05
ORD-SYNTH-1198,Potato,FARMER,WHOLESALER,Pune,Maharashtra,1266.81,KG,22.61,22.43,22.43,2025-04-10,COMPLETED,4,DELIVERED_ON_TIME,568.29
ORD-SYNTH-1199,Rice,FARMER,RETAILER,Hubballi,Karnataka,560.53,KG,63.13,59.85,59.85,2025-04-10,COMPLETED,3,DELIVERED_ON_TIME,670.95
ORD-SYNTH-1200,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,3806.1,KG,26.68,26.28,26.28,2025-04-11,COMPLETED,1,DELIVERED_ON_TIME,2000.49
ORD-SYNTH-1201,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,3419.1,KG,31.91,31.37,31.37,2025-04-11,COMPLETED,3,DELIVERED_ON_TIME,2145.14
ORD-SYNTH-1202,Onion,FPO,WHOLESALER,Nashik,Maharashtra,2903.9,KG,32.83,31.11,31.11,2025-04-12,COMPLETED,5,DELIVERED_ON_TIME,1806.81
ORD-SYNTH-1203,Potato,FARMER,RETAILER,Pune,Maharashtra,4747.21,KG,22.47,20.69,20.69,2025-04-12,COMPLETED,1,DELIVERED_ON_TIME,1964.4
ORD-SYNTH-1204,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,3364.39,KG,56.81,54.34,54.34,2025-04-13,COMPLETED,3,DELIVERED_ON_TIME,3656.42
ORD-SYNTH-1205,Wheat,FPO,WHOLESALER,Nashik,Maharashtra,2112.74,KG,23.11,22.77,22.77,2025-04-13,COMPLETED,5,DELIVERED_ON_TIME,962.14
ORD-SYNTH-1206,Tomato,FPO,BULK_PROCESSOR,Hubballi,Karnataka,3356.03,KG,27.64,26.34,26.34,2025-04-14,COMPLETED,4,DELIVERED_ON_TIME,1767.96
ORD-SYNTH-1207,Onion,FPO,WHOLESALER,Nashik,Maharashtra,1404.65,KG,31.79,31.45,31.45,2025-04-14,COMPLETED,2,DELIVERED_ON_TIME,883.52
ORD-SYNTH-1208,Potato,FPO,RETAILER,Pune,Maharashtra,4387.28,KG,21.04,19.7,19.7,2025-04-15,COMPLETED,1,DELIVERED_ON_TIME,1728.59
ORD-SYNTH-1209,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,1358.02,KG,57.02,53.74,53.74,2025-04-15,COMPLETED,3,DELIVERED_ON_TIME,1459.6
ORD-SYNTH-1210,Wheat,FPO,RETAILER,Nashik,Maharashtra,776.97,KG,26.61,24.71,24.71,2025-04-16,COMPLETED,3,DELIVERED_ON_TIME,383.98
ORD-SYNTH-1211,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,3784.08,KG,27.16,25.24,25.24,2025-04-16,COMPLETED,3,DELIVERED_ON_TIME,1910.2
ORD-SYNTH-1212,Onion,FPO,BULK_PROCESSOR,Nashik,Maharashtra,2767.53,KG,31.0,30.91,30.91,2025-04-17,COMPLETED,1,DELIVERED_ON_TIME,1710.89
ORD-SYNTH-1213,Potato,FPO,WHOLESALER,Pune,Maharashtra,3370.7,KG,21.24,21.24,21.24,2025-04-17,COMPLETED,2,DELIVERED_ON_TIME,1431.87
ORD-SYNTH-1214,Rice,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,664.35,KG,54.37,53.74,53.74,2025-04-18,COMPLETED,2,DELIVERED_ON_TIME,714.04
ORD-SYNTH-1215,Wheat,FPO,RETAILER,Nashik,Maharashtra,2782.57,KG,27.03,25.05,25.05,2025-04-18,COMPLETED,3,DELIVERED_ON_TIME,1394.07
ORD-SYNTH-1216,Tomato,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,215.3,KG,28.18,27.64,27.64,2025-04-19,COMPLETED,2,DELIVERED_ON_TIME,119.02
ORD-SYNTH-1217,Onion,FPO,WHOLESALER,Nashik,Maharashtra,862.45,KG,31.95,30.12,30.12,2025-04-19,COMPLETED,2,DELIVERED_ON_TIME,519.54
ORD-SYNTH-1218,Potato,FPO,RETAILER,Pune,Maharashtra,4363.59,KG,24.82,23.44,23.44,2025-04-20,COMPLETED,4,DELIVERED_ON_TIME,2045.65
ORD-SYNTH-1219,Rice,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,3625.55,KG,61.62,57.13,57.13,2025-04-20,COMPLETED,1,DELIVERED_ON_TIME,4142.55
ORD-SYNTH-1220,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,3689.55,KG,27.57,26.28,26.28,2025-04-21,COMPLETED,4,DELIVERED_ON_TIME,1939.23
ORD-SYNTH-1221,Tomato,FARMER,RETAILER,Hubballi,Karnataka,3711.67,KG,29.38,27.43,27.43,2025-04-21,CANCELLED,1,CANCELLED,2036.22
ORD-SYNTH-1222,Onion,FARMER,WHOLESALER,Nashik,Maharashtra,174.74,KG,30.5,29.3,29.3,2025-04-22,COMPLETED,5,DELIVERED_ON_TIME,102.4
ORD-SYNTH-1223,Potato,FARMER,RETAILER,Pune,Maharashtra,4061.97,KG,21.26,20.76,20.76,2025-04-22,COMPLETED,2,DELIVERED_LATE,1686.53
ORD-SYNTH-1224,Rice,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,2097.0,KG,63.03,59.18,59.18,2025-04-23,COMPLETED,2,DELIVERED_ON_TIME,2482.01
ORD-SYNTH-1225,Wheat,FPO,RETAILER,Nashik,Maharashtra,2699.09,KG,24.8,24.21,24.21,2025-04-23,COMPLETED,2,DELIVERED_ON_TIME,1306.9
ORD-SYNTH-1226,Tomato,FPO,BULK_PROCESSOR,Hubballi,Karnataka,4094.1,KG,30.31,29.4,29.4,2025-04-24,COMPLETED,4,DELIVERED_ON_TIME,2407.33
ORD-SYNTH-1227,Onion,FPO,RETAILER,Nashik,Maharashtra,1660.9,KG,36.31,35.62,35.62,2025-04-24,CANCELLED,2,CANCELLED,1183.23
ORD-SYNTH-1228,Potato,FARMER,BULK_PROCESSOR,Pune,Maharashtra,4447.43,KG,23.11,21.28,21.28,2025-04-25,COMPLETED,3,DELIVERED_ON_TIME,1892.83
ORD-SYNTH-1229,Rice,FPO,WHOLESALER,Hubballi,Karnataka,2388.52,KG,53.72,49.97,49.97,2025-04-25,COMPLETED,2,DELIVERED_ON_TIME,2387.09
ORD-SYNTH-1230,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,2396.96,KG,24.95,24.24,24.24,2025-04-26,COMPLETED,3,DELIVERED_ON_TIME,1162.05
ORD-SYNTH-1231,Tomato,FPO,BULK_PROCESSOR,Hubballi,Karnataka,4906.25,KG,27.93,27.93,27.93,2025-04-26,COMPLETED,1,DELIVERED_ON_TIME,2740.63
ORD-SYNTH-1232,Onion,FPO,BULK_PROCESSOR,Nashik,Maharashtra,373.53,KG,33.67,31.11,31.11,2025-04-27,COMPLETED,2,DELIVERED_ON_TIME,232.41
ORD-SYNTH-1233,Potato,FARMER,RETAILER,Pune,Maharashtra,118.72,KG,24.9,23.02,23.02,2025-04-27,COMPLETED,2,DELIVERED_ON_TIME,54.66
ORD-SYNTH-1234,Rice,FPO,WHOLESALER,Hubballi,Karnataka,1579.49,KG,57.13,53.18,53.18,2025-04-28,COMPLETED,2,DELIVERED_ON_TIME,1679.95
ORD-SYNTH-1235,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,516.41,KG,27.06,26.7,26.7,2025-04-28,COMPLETED,5,DELIVERED_ON_TIME,275.76
ORD-SYNTH-1236,Tomato,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,1618.89,KG,28.32,27.88,27.88,2025-04-29,COMPLETED,5,DELIVERED_ON_TIME,902.69
ORD-SYNTH-1237,Onion,FPO,WHOLESALER,Nashik,Maharashtra,4110.51,KG,35.17,33.53,33.53,2025-04-29,COMPLETED,2,DELIVERED_ON_TIME,2756.51
ORD-SYNTH-1238,Potato,FARMER,BULK_PROCESSOR,Pune,Maharashtra,527.14,KG,23.08,22.14,22.14,2025-04-30,COMPLETED,2,DELIVERED_LATE,233.42
ORD-SYNTH-1239,Rice,FPO,RETAILER,Hubballi,Karnataka,1391.39,KG,54.28,53.2,53.2,2025-04-30,COMPLETED,1,DELIVERED_LATE,1480.44
ORD-SYNTH-1240,Wheat,FARMER,WHOLESALER,Nashik,Maharashtra,2472.06,KG,23.16,22.96,22.96,2025-05-01,COMPLETED,5,DELIVERED_ON_TIME,1135.17
ORD-SYNTH-1241,Tomato,FARMER,RETAILER,Hubballi,Karnataka,4851.83,KG,31.19,29.91,29.91,2025-05-01,COMPLETED,2,DELIVERED_ON_TIME,2902.36
ORD-SYNTH-1242,Onion,FARMER,WHOLESALER,Nashik,Maharashtra,4884.36,KG,35.05,34.89,34.89,2025-05-02,COMPLETED,2,DELIVERED_ON_TIME,3408.31
ORD-SYNTH-1243,Potato,FPO,BULK_PROCESSOR,Pune,Maharashtra,742.86,KG,24.35,24.06,24.06,2025-05-02,COMPLETED,2,DELIVERED_ON_TIME,357.46
ORD-SYNTH-1244,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,2131.46,KG,56.57,52.55,52.55,2025-05-03,COMPLETED,1,DELIVERED_ON_TIME,2240.16
ORD-SYNTH-1245,Wheat,FARMER,BULK_PROCESSOR,Nashik,Maharashtra,4912.05,KG,25.68,25.37,25.37,2025-05-03,COMPLETED,2,DELIVERED_ON_TIME,2492.37
ORD-SYNTH-1246,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,4591.24,KG,27.58,25.68,25.68,2025-05-04,COMPLETED,1,DELIVERED_ON_TIME,2358.06
ORD-SYNTH-1247,Onion,FPO,RETAILER,Nashik,Maharashtra,3477.63,KG,31.33,30.53,30.53,2025-05-04,COMPLETED,4,DELIVERED_ON_TIME,2123.44
ORD-SYNTH-1248,Potato,FARMER,BULK_PROCESSOR,Pune,Maharashtra,367.62,KG,23.04,22.45,22.45,2025-05-05,COMPLETED,1,DELIVERED_ON_TIME,165.06
ORD-SYNTH-1249,Rice,FPO,WHOLESALER,Hubballi,Karnataka,771.66,KG,52.6,51.26,51.26,2025-05-05,COMPLETED,1,DELIVERED_LATE,791.11
ORD-SYNTH-1250,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,153.6,KG,25.67,24.29,24.29,2025-05-06,COMPLETED,3,DELIVERED_ON_TIME,74.62
ORD-SYNTH-1251,Tomato,FARMER,RETAILER,Hubballi,Karnataka,4496.63,KG,29.23,28.24,28.24,2025-05-06,COMPLETED,4,DELIVERED_ON_TIME,2539.7
ORD-SYNTH-1252,Onion,FARMER,RETAILER,Nashik,Maharashtra,738.21,KG,34.34,33.33,33.33,2025-05-07,COMPLETED,2,DELIVERED_ON_TIME,492.09
ORD-SYNTH-1253,Potato,FPO,WHOLESALER,Pune,Maharashtra,2645.59,KG,21.27,21.03,21.03,2025-05-07,COMPLETED,3,DELIVERED_ON_TIME,1112.74
ORD-SYNTH-1254,Rice,FPO,WHOLESALER,Hubballi,Karnataka,1749.17,KG,55.33,52.54,52.54,2025-05-08,COMPLETED,2,DELIVERED_ON_TIME,1838.03
ORD-SYNTH-1255,Wheat,FPO,WHOLESALER,Nashik,Maharashtra,3545.4,KG,27.49,26.86,26.86,2025-05-08,COMPLETED,2,DELIVERED_ON_TIME,1904.59
ORD-SYNTH-1256,Tomato,FPO,BULK_PROCESSOR,Hubballi,Karnataka,423.51,KG,29.49,27.94,27.94,2025-05-09,COMPLETED,2,DELIVERED_ON_TIME,236.66
ORD-SYNTH-1257,Onion,FARMER,RETAILER,Nashik,Maharashtra,2826.22,KG,35.28,33.98,33.98,2025-05-09,COMPLETED,4,DELIVERED_ON_TIME,1920.7
ORD-SYNTH-1258,Potato,FARMER,BULK_PROCESSOR,Pune,Maharashtra,4606.67,KG,21.01,20.56,20.56,2025-05-10,COMPLETED,2,DELIVERED_ON_TIME,1894.26
ORD-SYNTH-1259,Rice,FPO,BULK_PROCESSOR,Hubballi,Karnataka,4855.89,KG,55.89,55.26,55.26,2025-05-10,CANCELLED,3,CANCELLED,5366.73
ORD-SYNTH-1260,Wheat,FPO,BULK_PROCESSOR,Nashik,Maharashtra,864.57,KG,25.16,24.39,24.39,2025-05-11,COMPLETED,3,DELIVERED_LATE,421.74
ORD-SYNTH-1261,Tomato,FPO,WHOLESALER,Hubballi,Karnataka,1453.27,KG,28.19,25.99,25.99,2025-05-11,COMPLETED,5,DELIVERED_LATE,755.41
ORD-SYNTH-1262,Onion,FARMER,RETAILER,Nashik,Maharashtra,3324.52,KG,31.83,31.61,31.61,2025-05-12,COMPLETED,3,DELIVERED_ON_TIME,2101.76
ORD-SYNTH-1263,Potato,FPO,WHOLESALER,Pune,Maharashtra,715.24,KG,21.58,21.18,21.18,2025-05-12,COMPLETED,3,DELIVERED_ON_TIME,302.98
ORD-SYNTH-1264,Rice,FPO,RETAILER,Hubballi,Karnataka,4077.64,KG,62.41,61.62,61.62,2025-05-13,COMPLETED,2,DELIVERED_ON_TIME,5025.28
ORD-SYNTH-1265,Wheat,FPO,WHOLESALER,Nashik,Maharashtra,2487.82,KG,25.37,23.54,23.54,2025-05-13,COMPLETED,3,DELIVERED_ON_TIME,1171.27
ORD-SYNTH-1266,Tomato,FARMER,BULK_PROCESSOR,Hubballi,Karnataka,4491.78,KG,30.25,28.67,28.67,2025-05-14,COMPLETED,2,DELIVERED_ON_TIME,2575.59
ORD-SYNTH-1267,Onion,FARMER,RETAILER,Nashik,Maharashtra,2783.61,KG,31.35,29.25,29.25,2025-05-14,COMPLETED,1,DELIVERED_ON_TIME,1628.41
ORD-SYNTH-1268,Potato,FPO,RETAILER,Pune,Maharashtra,1550.2,KG,20.98,19.78,19.78,2025-05-15,COMPLETED,2,DELIVERED_ON_TIME,613.26
ORD-SYNTH-1269,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,816.72,KG,60.95,59.32,59.32,2025-05-15,COMPLETED,2,DELIVERED_ON_TIME,968.96
ORD-SYNTH-1270,Wheat,FARMER,RETAILER,Nashik,Maharashtra,4594.55,KG,23.57,21.89,21.89,2025-05-16,COMPLETED,3,DELIVERED_LATE,2011.49
ORD-SYNTH-1271,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,2030.79,KG,30.42,29.71,29.71,2025-05-16,COMPLETED,1,DELIVERED_ON_TIME,1206.7
ORD-SYNTH-1272,Onion,FARMER,WHOLESALER,Nashik,Maharashtra,3482.8,KG,31.56,29.54,29.54,2025-05-17,COMPLETED,2,DELIVERED_ON_TIME,2057.64
ORD-SYNTH-1273,Potato,FARMER,WHOLESALER,Pune,Maharashtra,1584.12,KG,25.05,23.49,23.49,2025-05-17,COMPLETED,2,DELIVERED_ON_TIME,744.22
ORD-SYNTH-1274,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,1231.14,KG,59.56,59.11,59.11,2025-05-18,CANCELLED,3,CANCELLED,1455.45
ORD-SYNTH-1275,Wheat,FPO,RETAILER,Nashik,Maharashtra,4909.15,KG,23.09,21.99,21.99,2025-05-18,COMPLETED,3,DELIVERED_ON_TIME,2159.04
ORD-SYNTH-1276,Tomato,FARMER,WHOLESALER,Hubballi,Karnataka,2155.55,KG,28.15,26.82,26.82,2025-05-19,COMPLETED,3,DELIVERED_ON_TIME,1156.24
ORD-SYNTH-1277,Onion,FPO,RETAILER,Nashik,Maharashtra,1566.8,KG,34.32,32.96,32.96,2025-05-19,COMPLETED,2,DELIVERED_ON_TIME,1032.83
ORD-SYNTH-1278,Potato,FPO,RETAILER,Pune,Maharashtra,1206.74,KG,22.28,21.19,21.19,2025-05-20,COMPLETED,1,DELIVERED_ON_TIME,511.42
ORD-SYNTH-1279,Rice,FPO,BULK_PROCESSOR,Hubballi,Karnataka,3213.31,KG,54.19,50.67,50.67,2025-05-20,COMPLETED,2,DELIVERED_ON_TIME,3256.37
ORD-SYNTH-1280,Wheat,FARMER,RETAILER,Nashik,Maharashtra,923.32,KG,25.45,24.62,24.62,2025-05-21,COMPLETED,1,DELIVERED_ON_TIME,454.64
ORD-SYNTH-1281,Tomato,FPO,WHOLESALER,Hubballi,Karnataka,2865.87,KG,26.81,26.21,26.21,2025-05-21,COMPLETED,2,DELIVERED_ON_TIME,1502.29
ORD-SYNTH-1282,Onion,FARMER,BULK_PROCESSOR,Nashik,Maharashtra,2019.58,KG,33.85,31.89,31.89,2025-05-22,COMPLETED,3,DELIVERED_ON_TIME,1288.09
ORD-SYNTH-1283,Potato,FPO,RETAILER,Pune,Maharashtra,698.48,KG,23.6,22.39,22.39,2025-05-22,COMPLETED,3,DELIVERED_ON_TIME,312.78
ORD-SYNTH-1284,Rice,FARMER,WHOLESALER,Hubballi,Karnataka,1551.48,KG,57.2,55.5,55.5,2025-05-23,COMPLETED,2,DELIVERED_ON_TIME,1722.14
ORD-SYNTH-1285,Wheat,FARMER,WHOLESALER,Nashik,Maharashtra,3195.75,KG,23.24,23.17,23.17,2025-05-23,COMPLETED,2,DELIVERED_ON_TIME,1480.91
ORD-SYNTH-1286,Tomato,FARMER,RETAILER,Hubballi,Karnataka,926.0,KG,31.32,29.69,29.69,2025-05-24,COMPLETED,2,DELIVERED_ON_TIME,549.86
