mandi_id,state,district,market_option,market_name,commodity,category,variety,min_price_inr_per_quintal,modal_price_inr_per_quintal,max_price_inr_per_quintal,price_date,market_arrivals_tonnes,price_status,price_source,is_official_price
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Rice,Cereals & Grains,Fine(Basmati),4105,4700,5290,2026-09-20,488.15,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Rose,Flowers & Medicinal Plants,Other,11020,12070,13340,2026-09-20,606.26,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Soybean,Oilseeds,Soyabeen,4935,5750,6170,2026-09-20,1017.72,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Sugarcane,Cash & Fibre Crops,,300,330,380,2026-09-20,52.6,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Tea Leaves,Plantation & Beverage Crops,,11575,13320,15390,2026-09-20,104.88,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Tomato,Vegetables,Local,1470,1595,1775,2026-09-20,749.31,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Turmeric,Spices & Condiments,Bulb,11825,13230,14305,2026-09-20,1006.7,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-CDAEF4C25A,Arunachal Pradesh,Bichom,C,Bichom — Regional Wholesale Market,Wheat,Cereals & Grains,Mill Quality,2435,2650,2975,2026-09-20,1167.87,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Apple,Fruits,Royal Delicious,27065,30825,33430,2026-09-20,939.91,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,12815,14775,16135,2026-09-20,514.24,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Banana,Fruits,Karpura,2945,3335,3630,2026-09-20,200.97,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Berseem,Fodder Crops,Green Fodder,165,180,200,2026-09-20,23.94,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Black Gram,Pulses & Legumes,Urda/Urd,7100,7775,8605,2026-09-20,607.35,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Chickpea,Pulses & Legumes,,6195,6775,7590,2026-09-20,679.67,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Coconut,Plantation & Beverage Crops,Small,24025,26860,29025,2026-09-20,177.87,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Coffee,Plantation & Beverage Crops,,17105,18595,21100,2026-09-20,697.49,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Cotton,Cash & Fibre Crops,Without Ginned Cotton,7035,7660,8385,2026-09-20,559.22,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Cumin,Spices & Condiments,Cummin Seed(Jeera),19245,21150,24375,2026-09-20,83.0,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Dry Red Chilli,Spices & Condiments,Red New,23985,26120,28850,2026-09-20,543.2,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Fodder Maize,Fodder Crops,Local,2400,2600,2940,2026-09-20,867.69,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Green Gram,Pulses & Legumes,Other,5525,6420,6960,2026-09-20,289.15,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Groundnut,Oilseeds,Other,7115,8365,9525,2026-09-20,219.66,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Jute,Cash & Fibre Crops,Other,8800,10030,10945,2026-09-20,287.21,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Lucerne,Fodder Crops,,495,545,615,2026-09-20,474.89,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Maize,Cereals & Grains,Local,2275,2670,3080,2026-09-20,339.41,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Mango,Fruits,Other,1025,1155,1300,2026-09-20,88.69,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Marigold,Flowers & Medicinal Plants,,2870,3225,3475,2026-09-20,540.08,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Mustard,Oilseeds,Other,6915,7775,8485,2026-09-20,257.76,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Onion,Vegetables,Onion,2435,2860,3110,2026-09-20,677.38,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Potato,Vegetables,Other,320,375,425,2026-09-20,326.48,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Rice,Cereals & Grains,Fine(Basmati),4385,4845,5525,2026-09-20,303.81,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Rose,Flowers & Medicinal Plants,Other,12310,13265,14275,2026-09-20,1132.27,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Soybean,Oilseeds,Soyabeen,5060,5460,5915,2026-09-20,1112.36,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Sugarcane,Cash & Fibre Crops,,320,355,410,2026-09-20,387.78,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Tea Leaves,Plantation & Beverage Crops,,14505,16200,18310,2026-09-20,904.11,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Tomato,Vegetables,Local,1350,1480,1700,2026-09-20,123.69,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Turmeric,Spices & Condiments,Bulb,14040,16385,17560,2026-09-20,940.86,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-62FAC6C424,Arunachal Pradesh,Changlang,A,Changlang — Primary Local Mandi,Wheat,Cereals & Grains,Mill Quality,2450,2805,3140,2026-09-20,613.3,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Apple,Fruits,Royal Delicious,31190,34220,38825,2026-09-20,939.65,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,12170,13665,15585,2026-09-20,1052.31,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Banana,Fruits,Karpura,3515,3810,4325,2026-09-20,656.94,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Berseem,Fodder Crops,Green Fodder,160,180,200,2026-09-20,251.07,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Black Gram,Pulses & Legumes,Urda/Urd,6890,8095,8850,2026-09-20,315.59,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Chickpea,Pulses & Legumes,,5660,6260,6855,2026-09-20,790.56,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Coconut,Plantation & Beverage Crops,Small,22310,25690,29195,2026-09-20,435.67,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Coffee,Plantation & Beverage Crops,,16035,18270,20345,2026-09-20,186.41,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Cotton,Cash & Fibre Crops,Without Ginned Cotton,6880,7820,9065,2026-09-20,341.97,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Cumin,Spices & Condiments,Cummin Seed(Jeera),21170,23540,25425,2026-09-20,776.53,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Dry Red Chilli,Spices & Condiments,Red New,21120,23740,27450,2026-09-20,144.07,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Fodder Maize,Fodder Crops,Local,2310,2570,2845,2026-09-20,958.48,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Green Gram,Pulses & Legumes,Other,6440,7390,8525,2026-09-20,523.54,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Groundnut,Oilseeds,Other,7200,7925,8890,2026-09-20,114.16,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Jute,Cash & Fibre Crops,Other,13215,14625,16880,2026-09-20,945.13,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Lucerne,Fodder Crops,,455,515,565,2026-09-20,492.62,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Maize,Cereals & Grains,Local,2255,2615,3010,2026-09-20,1030.62,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Mango,Fruits,Other,985,1125,1210,2026-09-20,1168.91,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Marigold,Flowers & Medicinal Plants,,2510,2780,3060,2026-09-20,685.25,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Mustard,Oilseeds,Other,5585,6430,6890,2026-09-20,133.71,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Onion,Vegetables,Onion,2870,3350,3640,2026-09-20,742.41,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Potato,Vegetables,Other,370,420,460,2026-09-20,190.45,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Rice,Cereals & Grains,Fine(Basmati),5390,6070,6550,2026-09-20,679.25,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Rose,Flowers & Medicinal Plants,Other,10955,12670,14550,2026-09-20,614.27,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Soybean,Oilseeds,Soyabeen,5200,5660,6075,2026-09-20,685.91,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Sugarcane,Cash & Fibre Crops,,300,330,370,2026-09-20,90.51,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Tea Leaves,Plantation & Beverage Crops,,11870,13580,14950,2026-09-20,300.3,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Tomato,Vegetables,Local,1150,1330,1530,2026-09-20,482.47,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Turmeric,Spices & Condiments,Bulb,12340,13710,15740,2026-09-20,576.68,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-54010C6DDD,Arunachal Pradesh,Changlang,B,Changlang — Secondary Market Yard,Wheat,Cereals & Grains,Mill Quality,2275,2500,2810,2026-09-20,128.22,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Apple,Fruits,Royal Delicious,30695,33185,38210,2026-09-20,464.4,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,10190,11520,13180,2026-09-20,987.68,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Banana,Fruits,Karpura,3185,3630,3900,2026-09-20,126.21,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Berseem,Fodder Crops,Green Fodder,200,225,260,2026-09-20,49.49,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Black Gram,Pulses & Legumes,Urda/Urd,7160,8085,9215,2026-09-20,470.64,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Chickpea,Pulses & Legumes,,5350,6275,6895,2026-09-20,1077.66,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Coconut,Plantation & Beverage Crops,Small,22260,25045,27230,2026-09-20,771.58,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Coffee,Plantation & Beverage Crops,,16500,18210,20750,2026-09-20,1033.89,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Cotton,Cash & Fibre Crops,Without Ginned Cotton,6495,7505,8235,2026-09-20,741.46,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Cumin,Spices & Condiments,Cummin Seed(Jeera),16305,18960,21610,2026-09-20,702.01,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Dry Red Chilli,Spices & Condiments,Red New,22995,26025,30025,2026-09-20,854.47,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Fodder Maize,Fodder Crops,Local,2555,2785,3100,2026-09-20,968.04,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Green Gram,Pulses & Legumes,Other,6880,7940,8790,2026-09-20,1181.56,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Groundnut,Oilseeds,Other,7415,8090,9170,2026-09-20,1060.72,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Jute,Cash & Fibre Crops,Other,11590,12525,13995,2026-09-20,963.88,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Lucerne,Fodder Crops,,445,510,565,2026-09-20,618.14,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Maize,Cereals & Grains,Local,2275,2675,2890,2026-09-20,715.47,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Mango,Fruits,Other,885,1040,1170,2026-09-20,469.23,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Marigold,Flowers & Medicinal Plants,,2430,2785,3165,2026-09-20,972.03,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Mustard,Oilseeds,Other,7190,8365,9430,2026-09-20,519.93,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Onion,Vegetables,Onion,3645,3935,4355,2026-09-20,393.01,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Potato,Vegetables,Other,410,455,490,2026-09-20,34.42,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Rice,Cereals & Grains,Fine(Basmati),5115,5965,6630,2026-09-20,351.43,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Rose,Flowers & Medicinal Plants,Other,11425,12660,14455,2026-09-20,213.64,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Soybean,Oilseeds,Soyabeen,4900,5420,5960,2026-09-20,894.53,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Sugarcane,Cash & Fibre Crops,,295,345,395,2026-09-20,382.81,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Tea Leaves,Plantation & Beverage Crops,,13385,15115,17385,2026-09-20,665.83,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Tomato,Vegetables,Local,1250,1450,1570,2026-09-20,528.35,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Turmeric,Spices & Condiments,Bulb,13225,14595,16560,2026-09-20,871.39,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-989C26AD2C,Arunachal Pradesh,Changlang,C,Changlang — Regional Wholesale Market,Wheat,Cereals & Grains,Mill Quality,2200,2505,2715,2026-09-20,106.9,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Apple,Fruits,Royal Delicious,31395,34045,39080,2026-09-20,990.02,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,11010,12750,14295,2026-09-20,992.63,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Banana,Fruits,Karpura,3225,3765,4050,2026-09-20,456.27,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Berseem,Fodder Crops,Green Fodder,215,245,265,2026-09-20,180.47,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Black Gram,Pulses & Legumes,Urda/Urd,6715,7255,8360,2026-09-20,677.17,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Chickpea,Pulses & Legumes,,4860,5710,6405,2026-09-20,663.49,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Coconut,Plantation & Beverage Crops,Small,22825,25685,29360,2026-09-20,135.34,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Coffee,Plantation & Beverage Crops,,14840,16725,18250,2026-09-20,505.95,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Cotton,Cash & Fibre Crops,Without Ginned Cotton,6965,8035,9185,2026-09-20,712.82,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Cumin,Spices & Condiments,Cummin Seed(Jeera),19535,21320,24490,2026-09-20,984.99,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Dry Red Chilli,Spices & Condiments,Red New,20920,23580,27165,2026-09-20,446.43,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Fodder Maize,Fodder Crops,Local,2365,2635,2835,2026-09-20,816.56,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Green Gram,Pulses & Legumes,Other,6625,7505,8045,2026-09-20,290.35,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Groundnut,Oilseeds,Other,7780,8615,9580,2026-09-20,896.59,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Jute,Cash & Fibre Crops,Other,11980,13340,15235,2026-09-20,955.52,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Lucerne,Fodder Crops,,510,585,655,2026-09-20,369.61,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Maize,Cereals & Grains,Local,2405,2670,2930,2026-09-20,312.86,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Mango,Fruits,Other,915,1045,1140,2026-09-20,246.13,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Marigold,Flowers & Medicinal Plants,,2245,2530,2750,2026-09-20,300.43,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Mustard,Oilseeds,Other,7030,7830,8630,2026-09-20,297.28,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Onion,Vegetables,Onion,2755,3125,3400,2026-09-20,737.12,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-D4094CEB7B,Arunachal Pradesh,Dibang Valley,A,Dibang Valley — Primary Local Mandi,Potato,Vegetables,Other,315,350,375,2026-09-20,139.15,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
