lane_id,origin_location_id,mandi_id,origin_state,origin_district,market_option,market_name,road_distance_km,freight_inr_per_quintal,handling_inr_per_quintal,loading_inr_per_quintal,expected_transit_days,mode,use_case,effective_date,data_status
FML-E32A466C0B,LOC-B829B8B09C,MND-E2B75755F5,Delhi,South,B,South — Secondary Market Yard,51,69.1,14,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6A73D57CB4,LOC-B829B8B09C,MND-E69750ED1A,Delhi,South,C,South — Regional Wholesale Market,11,23.1,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7A1DC09608,LOC-0816224D0F,MND-B8B5D8E61C,Delhi,South East,A,South East — Primary Local Mandi,67,86.7,7,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C39E676F35,LOC-0816224D0F,MND-8797B10555,Delhi,South East,B,South East — Secondary Market Yard,10,19.0,14,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-98DF286FA8,LOC-0816224D0F,MND-AE0545CC01,Delhi,South East,C,South East — Regional Wholesale Market,71,92.1,7,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3594DCFD5E,LOC-2527E1F43F,MND-3FC35BFC9C,Delhi,South West,A,South West — Primary Local Mandi,48,64.8,14,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FC34576954,LOC-2527E1F43F,MND-478B14B224,Delhi,South West,B,South West — Secondary Market Yard,25,40.5,13,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1C772E5184,LOC-2527E1F43F,MND-BB52703953,Delhi,South West,C,South West — Regional Wholesale Market,48,70.8,13,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-154E01106A,LOC-17E3B8052D,MND-914AD44F7F,Delhi,West,A,West — Primary Local Mandi,49,66.9,11,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7E494BD93C,LOC-17E3B8052D,MND-0BA6C864CD,Delhi,West,B,West — Secondary Market Yard,50,64.0,11,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-958CAE44C5,LOC-17E3B8052D,MND-F9A6BC2083,Delhi,West,C,West — Regional Wholesale Market,11,27.1,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-743D6D8045,LOC-FBA70E4A42,MND-191B0FD626,Goa,Kushavati,A,Kushavati — Primary Local Mandi,77,105.7,7,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E23BBB2EAA,LOC-FBA70E4A42,MND-E65F724643,Goa,Kushavati,B,Kushavati — Secondary Market Yard,59,84.9,11,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-48EF9CAD5D,LOC-FBA70E4A42,MND-5604E484FA,Goa,Kushavati,C,Kushavati — Regional Wholesale Market,75,90.5,9,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FA23176D6C,LOC-75E875F65E,MND-5FABE81892,Goa,North Goa,A,North Goa — Primary Local Mandi,10,21.0,13,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-54FCA7ADDD,LOC-75E875F65E,MND-2138F6193D,Goa,North Goa,B,North Goa — Secondary Market Yard,32,54.2,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5AFAC762B7,LOC-75E875F65E,MND-A1FD8591CA,Goa,North Goa,C,North Goa — Regional Wholesale Market,24,44.4,14,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-533A532CAC,LOC-1321F7271A,MND-7D2E9C013C,Goa,South Goa,A,South Goa — Primary Local Mandi,80,108.0,7,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AE581F3C3F,LOC-1321F7271A,MND-81468B6CCD,Goa,South Goa,B,South Goa — Secondary Market Yard,16,27.6,6,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-48A2CB55FC,LOC-1321F7271A,MND-11A3D860AE,Goa,South Goa,C,South Goa — Regional Wholesale Market,14,27.4,10,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-36CC94D8F5,LOC-537DE6D11C,MND-6033B0B6C0,Gujarat,Ahmedabad,A,Ahmedabad — Primary Local Mandi,65,79.5,12,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4279FE25F2,LOC-537DE6D11C,MND-91D1E1A754,Gujarat,Ahmedabad,B,Ahmedabad — Secondary Market Yard,77,101.7,11,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-914FDA164E,LOC-537DE6D11C,MND-8FA8FA521E,Gujarat,Ahmedabad,C,Ahmedabad — Regional Wholesale Market,45,63.5,9,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-86282DB014,LOC-F33223D5CA,MND-612F384148,Gujarat,Amreli,A,Amreli — Primary Local Mandi,65,89.5,9,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-880DEA64F9,LOC-F33223D5CA,MND-F0C7D86A4D,Gujarat,Amreli,B,Amreli — Secondary Market Yard,41,64.1,13,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-47D622EEF8,LOC-F33223D5CA,MND-9A1845E5F7,Gujarat,Amreli,C,Amreli — Regional Wholesale Market,15,23.5,13,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9E91CAEB51,LOC-DAEAB91299,MND-AFD2FF178F,Gujarat,Anand,A,Anand — Primary Local Mandi,48,74.8,5,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B52F8ADA1A,LOC-DAEAB91299,MND-2E3CEB7853,Gujarat,Anand,B,Anand — Secondary Market Yard,12,35.2,12,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-67A5B1581D,LOC-DAEAB91299,MND-A4421EB086,Gujarat,Anand,C,Anand — Regional Wholesale Market,64,76.4,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-485F2D6D46,LOC-F28DBEF1A4,MND-63D772C0C8,Gujarat,Arvalli,A,Arvalli — Primary Local Mandi,61,89.1,14,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D7CD0B5790,LOC-F28DBEF1A4,MND-751BA0865C,Gujarat,Arvalli,B,Arvalli — Secondary Market Yard,52,63.2,11,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0471D1D98B,LOC-F28DBEF1A4,MND-24407D044D,Gujarat,Arvalli,C,Arvalli — Regional Wholesale Market,26,37.6,12,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7115B41B8B,LOC-B4FB4725FD,MND-1659BA4909,Gujarat,Banas Kantha,A,Banas Kantha — Primary Local Mandi,41,58.1,8,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C098002BE8,LOC-B4FB4725FD,MND-3D86FEC357,Gujarat,Banas Kantha,B,Banas Kantha — Secondary Market Yard,10,28.0,9,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3660FDE76D,LOC-B4FB4725FD,MND-A646983F28,Gujarat,Banas Kantha,C,Banas Kantha — Regional Wholesale Market,42,65.2,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A76C07315D,LOC-966C0B5897,MND-1AEAD2B15F,Gujarat,Bharuch,A,Bharuch — Primary Local Mandi,18,41.8,8,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C9DD845883,LOC-966C0B5897,MND-9F298BEFFC,Gujarat,Bharuch,B,Bharuch — Secondary Market Yard,18,41.8,14,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7E0EDCDA3F,LOC-966C0B5897,MND-EA60FA8BBB,Gujarat,Bharuch,C,Bharuch — Regional Wholesale Market,58,84.8,7,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-611A934009,LOC-94B32EEB1F,MND-8266340E52,Gujarat,Bhavnagar,A,Bhavnagar — Primary Local Mandi,40,56.0,12,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2929668C2C,LOC-94B32EEB1F,MND-EF24BA9D18,Gujarat,Bhavnagar,B,Bhavnagar — Secondary Market Yard,19,35.9,13,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-48E20E5DC8,LOC-94B32EEB1F,MND-3FAF0CADC3,Gujarat,Bhavnagar,C,Bhavnagar — Regional Wholesale Market,45,55.5,10,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-79664B5E8B,LOC-B850A75C03,MND-52C82D438B,Gujarat,Botad,A,Botad — Primary Local Mandi,22,45.2,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5D208C4C8E,LOC-B850A75C03,MND-B53007AD5D,Gujarat,Botad,B,Botad — Secondary Market Yard,52,70.2,12,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2E5ADE374F,LOC-B850A75C03,MND-66F5D609CB,Gujarat,Botad,C,Botad — Regional Wholesale Market,11,24.1,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AF6AE92702,LOC-2734E346AA,MND-8FA124EB14,Gujarat,Chhotaudepur,A,Chhotaudepur — Primary Local Mandi,38,57.8,13,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2827945E4A,LOC-2734E346AA,MND-3ED586210A,Gujarat,Chhotaudepur,B,Chhotaudepur — Secondary Market Yard,66,86.6,6,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-71FD073E95,LOC-2734E346AA,MND-1BDEA5E805,Gujarat,Chhotaudepur,C,Chhotaudepur — Regional Wholesale Market,7,18,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BDFFF45BB1,LOC-48787AD728,MND-5611400761,Gujarat,Dahod,A,Dahod — Primary Local Mandi,36,60.6,12,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D6338F32AC,LOC-48787AD728,MND-5D9A463444,Gujarat,Dahod,B,Dahod — Secondary Market Yard,52,73.2,6,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5B3A1F701E,LOC-48787AD728,MND-4650EAA9AA,Gujarat,Dahod,C,Dahod — Regional Wholesale Market,37,62.7,11,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DFDF6E5B60,LOC-E02166BB7D,MND-209B68FDC9,Gujarat,Dangs,A,Dangs — Primary Local Mandi,18,31.8,6,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0C5DFCAFDB,LOC-E02166BB7D,MND-A9B99D51AC,Gujarat,Dangs,B,Dangs — Secondary Market Yard,5,18,6,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E5F5129233,LOC-E02166BB7D,MND-EE246D176F,Gujarat,Dangs,C,Dangs — Regional Wholesale Market,27,45.7,9,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-23AEEE1838,LOC-CD0450E6F7,MND-F39000EFBC,Gujarat,Devbhumi Dwarka,A,Devbhumi Dwarka — Primary Local Mandi,53,80.3,11,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2AD560ADA1,LOC-CD0450E6F7,MND-6C38217C2D,Gujarat,Devbhumi Dwarka,B,Devbhumi Dwarka — Secondary Market Yard,73,102.3,6,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7339170DA6,LOC-CD0450E6F7,MND-679A7BC35E,Gujarat,Devbhumi Dwarka,C,Devbhumi Dwarka — Regional Wholesale Market,15,23.5,10,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7CA255D8FB,LOC-E18544008B,MND-EB56298147,Gujarat,Gandhinagar,A,Gandhinagar — Primary Local Mandi,15,22.5,14,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2563EEF7B7,LOC-E18544008B,MND-C3D2E7BCD6,Gujarat,Gandhinagar,B,Gandhinagar — Secondary Market Yard,46,63.6,13,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CC588CD5AA,LOC-E18544008B,MND-15F35E2A70,Gujarat,Gandhinagar,C,Gandhinagar — Regional Wholesale Market,31,47.1,5,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AC4945E1C5,LOC-39FA4B095C,MND-F2490D9EB0,Gujarat,Gir Somnath,A,Gir Somnath — Primary Local Mandi,30,43.0,12,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FBA802CA4A,LOC-39FA4B095C,MND-4ACE4ECB0D,Gujarat,Gir Somnath,B,Gir Somnath — Secondary Market Yard,50,74.0,8,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5C0356A3CB,LOC-39FA4B095C,MND-BC638FB9B5,Gujarat,Gir Somnath,C,Gir Somnath — Regional Wholesale Market,50,62.0,10,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DB6922FE75,LOC-002DC431E8,MND-F7F54F3E53,Gujarat,Jamnagar,A,Jamnagar — Primary Local Mandi,43,69.3,10,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2499536F39,LOC-002DC431E8,MND-69BEF77DC6,Gujarat,Jamnagar,B,Jamnagar — Secondary Market Yard,16,23.6,9,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-471C9284B8,LOC-002DC431E8,MND-AA49DAB193,Gujarat,Jamnagar,C,Jamnagar — Regional Wholesale Market,43,59.3,9,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-75FC63ACF8,LOC-7A211B6E4B,MND-689519E16C,Gujarat,Junagadh,A,Junagadh — Primary Local Mandi,15,27.5,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-94A9F701C9,LOC-7A211B6E4B,MND-99305CC86A,Gujarat,Junagadh,B,Junagadh — Secondary Market Yard,22,35.2,14,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-16124F783B,LOC-7A211B6E4B,MND-3E93CB47C7,Gujarat,Junagadh,C,Junagadh — Regional Wholesale Market,80,103.0,8,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F3E709D013,LOC-2E054DDA34,MND-59E23477CE,Gujarat,Kachchh,A,Kachchh — Primary Local Mandi,15,36.5,9,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-99342599E8,LOC-2E054DDA34,MND-398A87B571,Gujarat,Kachchh,B,Kachchh — Secondary Market Yard,26,44.6,10,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B7423FC6B1,LOC-2E054DDA34,MND-448A1CA74E,Gujarat,Kachchh,C,Kachchh — Regional Wholesale Market,16,30.6,12,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AFF6271D40,LOC-C7BDA86A9D,MND-385F5D8008,Gujarat,Kheda,A,Kheda — Primary Local Mandi,7,18,7,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BC0802260E,LOC-C7BDA86A9D,MND-BDE637F881,Gujarat,Kheda,B,Kheda — Secondary Market Yard,44,68.4,11,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-941FBE87D8,LOC-C7BDA86A9D,MND-623FAD851F,Gujarat,Kheda,C,Kheda — Regional Wholesale Market,49,70.9,13,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6964D420AC,LOC-F56DEC6ADA,MND-3F5D0F2918,Gujarat,Mahesana,A,Mahesana — Primary Local Mandi,54,81.4,7,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-44E7B9301E,LOC-F56DEC6ADA,MND-230D8F0C47,Gujarat,Mahesana,B,Mahesana — Secondary Market Yard,22,39.2,6,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-258CA3D4A1,LOC-F56DEC6ADA,MND-D78F7328E0,Gujarat,Mahesana,C,Mahesana — Regional Wholesale Market,74,95.4,13,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D9DFBFC1DB,LOC-0A3CA405E8,MND-7026815BD7,Gujarat,Mahisagar,A,Mahisagar — Primary Local Mandi,26,41.6,9,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7DB2165011,LOC-0A3CA405E8,MND-3B0C552BC0,Gujarat,Mahisagar,B,Mahisagar — Secondary Market Yard,69,93.9,8,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2B66C9332F,LOC-0A3CA405E8,MND-35EE2CB830,Gujarat,Mahisagar,C,Mahisagar — Regional Wholesale Market,49,65.9,11,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0FA8835B23,LOC-A406B317B4,MND-6F0132FCDF,Gujarat,Morbi,A,Morbi — Primary Local Mandi,74,97.4,5,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-20579C0F32,LOC-A406B317B4,MND-F38B1221BF,Gujarat,Morbi,B,Morbi — Secondary Market Yard,42,60.2,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7B2B0758D2,LOC-A406B317B4,MND-A47F2F2754,Gujarat,Morbi,C,Morbi — Regional Wholesale Market,46,67.6,9,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-448FFDDE48,LOC-D52599B2FF,MND-28C00E2C51,Gujarat,Narmada,A,Narmada — Primary Local Mandi,48,68.8,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-ABC17BDB37,LOC-D52599B2FF,MND-9C79F34DAF,Gujarat,Narmada,B,Narmada — Secondary Market Yard,16,30.6,10,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E50E6F1594,LOC-D52599B2FF,MND-F989E28C3B,Gujarat,Narmada,C,Narmada — Regional Wholesale Market,24,35.4,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-162A07D3F9,LOC-B406A57CDD,MND-B3D0D6A6A4,Gujarat,Navsari,A,Navsari — Primary Local Mandi,24,42.4,7,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9C4AA19D3C,LOC-B406A57CDD,MND-7FAEE6AE17,Gujarat,Navsari,B,Navsari — Secondary Market Yard,50,65.0,5,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B73EFD79D4,LOC-B406A57CDD,MND-C14BBAA505,Gujarat,Navsari,C,Navsari — Regional Wholesale Market,9,26.9,5,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BE6B8E00C0,LOC-2098E059C1,MND-D69C2CCA7D,Gujarat,Panch Mahals,A,Panch Mahals — Primary Local Mandi,57,74.7,13,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AADF069256,LOC-2098E059C1,MND-1C11DDE735,Gujarat,Panch Mahals,B,Panch Mahals — Secondary Market Yard,62,89.2,12,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BB58E74B50,LOC-2098E059C1,MND-0C51FFFA65,Gujarat,Panch Mahals,C,Panch Mahals — Regional Wholesale Market,37,62.7,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7617613F96,LOC-766C1DB36B,MND-13EE24941A,Gujarat,Patan,A,Patan — Primary Local Mandi,61,83.1,5,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E30F8EC544,LOC-766C1DB36B,MND-110521F44D,Gujarat,Patan,B,Patan — Secondary Market Yard,68,80.8,7,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-63D550B9D8,LOC-766C1DB36B,MND-F2E169DA85,Gujarat,Patan,C,Patan — Regional Wholesale Market,47,64.7,14,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F80E866E38,LOC-27C33365AC,MND-A73F3CB82E,Gujarat,Porbandar,A,Porbandar — Primary Local Mandi,77,92.7,8,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2003B65EC3,LOC-27C33365AC,MND-59B60665A9,Gujarat,Porbandar,B,Porbandar — Secondary Market Yard,69,88.9,6,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-12C35C39C8,LOC-27C33365AC,MND-38B694285C,Gujarat,Porbandar,C,Porbandar — Regional Wholesale Market,65,89.5,6,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2AF81D5C19,LOC-5AC26FF013,MND-6C6740562E,Gujarat,Rajkot,A,Rajkot — Primary Local Mandi,62,82.2,6,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-942463A377,LOC-5AC26FF013,MND-23E332755F,Gujarat,Rajkot,B,Rajkot — Secondary Market Yard,35,56.5,8,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BD2C645107,LOC-5AC26FF013,MND-7918BC65A5,Gujarat,Rajkot,C,Rajkot — Regional Wholesale Market,29,53.9,9,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-64E594759A,LOC-8B2489A540,MND-CC1985BABE,Gujarat,Sabarkantha,A,Sabarkantha — Primary Local Mandi,58,71.8,14,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EC12E4635D,LOC-8B2489A540,MND-73DE16561B,Gujarat,Sabarkantha,B,Sabarkantha — Secondary Market Yard,8,29.8,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E78C06DF7E,LOC-8B2489A540,MND-166CD3F694,Gujarat,Sabarkantha,C,Sabarkantha — Regional Wholesale Market,20,35.0,11,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0F017945C3,LOC-9F933ED133,MND-6CB0109E63,Gujarat,Surat,A,Surat — Primary Local Mandi,22,38.2,9,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8586A56164,LOC-9F933ED133,MND-4EC96899CA,Gujarat,Surat,B,Surat — Secondary Market Yard,16,33.6,10,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4219F696FA,LOC-9F933ED133,MND-799E18A6DE,Gujarat,Surat,C,Surat — Regional Wholesale Market,7,26.7,14,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-120685014D,LOC-0FBF914BD4,MND-4E2743F5D2,Gujarat,Surendranagar,A,Surendranagar — Primary Local Mandi,34,47.4,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3B9F478E09,LOC-0FBF914BD4,MND-DB3DC0F679,Gujarat,Surendranagar,B,Surendranagar — Secondary Market Yard,74,100.4,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BA17041D19,LOC-0FBF914BD4,MND-6307B9309C,Gujarat,Surendranagar,C,Surendranagar — Regional Wholesale Market,78,106.8,14,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D13A00C803,LOC-EA7CAD0AC6,MND-370E1B16DD,Gujarat,Tapi,A,Tapi — Primary Local Mandi,10,25.0,10,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E5978747D7,LOC-EA7CAD0AC6,MND-9F26200EFA,Gujarat,Tapi,B,Tapi — Secondary Market Yard,6,18,8,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BD1217789E,LOC-EA7CAD0AC6,MND-6C1273684F,Gujarat,Tapi,C,Tapi — Regional Wholesale Market,67,94.7,7,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-10258AC130,LOC-112794D108,MND-65DC5039D2,Gujarat,Vadodara,A,Vadodara — Primary Local Mandi,22,44.2,11,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5A40CA4334,LOC-112794D108,MND-D789153DE1,Gujarat,Vadodara,B,Vadodara — Secondary Market Yard,35,57.5,9,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8037CF4A4F,LOC-112794D108,MND-52E042354E,Gujarat,Vadodara,C,Vadodara — Regional Wholesale Market,26,45.6,12,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C016A3D771,LOC-46EAC5C325,MND-153599E71D,Gujarat,Valsad,A,Valsad — Primary Local Mandi,6,18.6,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
