lane_id,origin_location_id,origin_state,origin_district,destination_state,destination_city,destination_district,road_distance_km,freight_inr_per_quintal,fixed_lane_charge_inr,loading_inr_per_quintal,handling_inr_per_quintal,insurance_inr_per_quintal,expected_transit_days,mode,lane_type,use_case,effective_date,data_status
BLN-A7B29B3DFA,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,Sikkim,Gangtok,Gangtok,1117,642.84,511,12,20,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CCC5E3DCFC,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,Tamil Nadu,Chennai,Chennai,1313,759.76,824,8,8,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-212CD950B1,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,Telangana,Hyderabad,Hyderabad,1249,712.48,1137,13,9,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B86DCA6682,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,Tripura,Agartala,West Tripura,1445,829.4,550,9,10,0.3,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-50B52BC422,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,Uttar Pradesh,Lucknow,Lucknow,1381,782.12,863,14,11,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1F1C432280,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,Uttarakhand,Dehradun,Dehradun,1577,899.04,1176,10,12,0.2,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D46D6EC3CC,LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,West Bengal,Kolkata,Kolkata,1513,851.76,589,6,13,0.35,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BF28FD916B,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Andaman and Nicobar Islands,Port Blair,South Andamans,1036,601.72,453,12,20,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E1DC857D8D,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Andhra Pradesh,Vijayawada,NTR,862,526.24,766,8,8,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D735542CE1,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Arunachal Pradesh,Itanagar,Papum Pare,948,556.96,1079,13,9,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F9E599366F,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Assam,Guwahati,Kamrup Metro,774,481.48,492,9,10,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-77DEB46C51,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Bihar,Patna,Patna,860,512.2,805,14,11,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-470F0CA659,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Chandigarh,Chandigarh,Chandigarh,686,407.72,1118,10,12,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-91FFADA537,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Chhattisgarh,Raipur,Raipur,772,467.44,531,6,13,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-91E4B8630B,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,598,362.96,844,11,14,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-98FFFD1C39,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Delhi,Delhi,New Delhi,684,422.68,1157,7,15,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C84339BC28,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Goa,Panaji,North Goa,510,318.2,570,12,16,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-493F2C38E5,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Gujarat,Ahmedabad,Ahmedabad,596,377.92,883,8,17,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0DDBFBDE9F,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Haryana,Gurugram,Gurugram,422,273.44,1196,13,18,0.4,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CD65BE9472,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Himachal Pradesh,Shimla,Shimla,248,197.96,609,9,19,0.55,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-81B62650E3,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Jammu and Kashmir,Jammu,Jammu,223,170.96,922,14,20,0.3,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9078F9D390,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Jharkhand,Ranchi,Ranchi,270,210.4,1235,10,8,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-6AAC353C1D,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Karnataka,Bengaluru,Bengaluru Urban,466,298.32,648,6,9,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0FC2D6E869,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Kerala,Kochi,Ernakulam,402,280.04,961,11,10,0.35,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7DE429F8C0,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Ladakh,Leh,Leh Ladakh,598,367.96,1274,7,11,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-28693146AB,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Lakshadweep,Kavaratti,Lakshadweep District,534,349.68,687,12,12,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-47C56781CD,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Madhya Pradesh,Indore,Indore,730,437.6,1000,8,13,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3DC2C45215,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Maharashtra,Mumbai,Mumbai,666,419.32,413,13,14,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-8CDD87250A,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Manipur,Imphal,Imphal West,862,507.24,726,9,15,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0047256044,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Meghalaya,Shillong,East Khasi Hills,798,488.96,1039,14,16,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-81D1368142,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Mizoram,Aizawl,Aizawl,734,441.68,452,10,17,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-50783C1785,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Nagaland,Dimapur,Dimapur,930,558.6,765,6,18,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7E8192A4DB,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Odisha,Bhubaneswar,Khordha,866,511.32,1078,11,19,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5442F7ED1D,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Puducherry,Puducherry,Puducherry,1062,628.24,491,7,20,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C8721EDAD4,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Punjab,Ludhiana,Ludhiana,998,580.96,804,12,8,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DFD11A22F9,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Rajasthan,Jaipur,Jaipur,1194,697.88,1117,8,9,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9AE4BF8B1D,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Sikkim,Gangtok,Gangtok,1130,650.6,530,13,10,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5D6AE7D3DD,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Tamil Nadu,Chennai,Chennai,1326,767.52,843,9,11,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5358C98F0D,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Telangana,Hyderabad,Hyderabad,1262,720.24,1156,14,12,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-83AB592A33,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Tripura,Agartala,West Tripura,1458,837.16,569,10,13,0.35,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B3563E45D0,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Uttar Pradesh,Lucknow,Lucknow,1394,789.88,882,6,14,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D47D5E6F7C,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,Uttarakhand,Dehradun,Dehradun,1590,877.8,1195,11,15,0.25,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B6A1A65109,LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,West Bengal,Kolkata,Kolkata,1526,859.52,608,7,16,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-535FBCA727,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Andaman and Nicobar Islands,Port Blair,South Andamans,1049,609.48,472,13,10,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5D49F2B10E,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Andhra Pradesh,Vijayawada,NTR,875,534.0,785,9,11,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1D666CAE04,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Arunachal Pradesh,Itanagar,Papum Pare,961,564.72,1098,14,12,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-54B6F64614,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Assam,Guwahati,Kamrup Metro,787,460.24,511,10,13,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0441A5A304,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Bihar,Patna,Patna,873,519.96,824,6,14,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-44DB09E267,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Chandigarh,Chandigarh,Chandigarh,699,415.48,1137,11,15,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1C78F29CAC,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Chhattisgarh,Raipur,Raipur,785,475.2,550,7,16,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E8B4B29A12,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,611,370.72,863,12,17,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B42150A6CC,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Delhi,Delhi,New Delhi,697,430.44,1176,8,18,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C11807CBFB,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Goa,Panaji,North Goa,523,325.96,589,13,19,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-10F7017BA8,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Gujarat,Ahmedabad,Ahmedabad,349,250.48,902,9,20,0.3,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E6A0E94B70,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Haryana,Gurugram,Gurugram,435,281.2,1215,14,8,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4CFB8D39A9,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Himachal Pradesh,Shimla,Shimla,261,205.72,628,10,9,0.2,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C305A7A682,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Jammu and Kashmir,Jammu,Jammu,240,180.8,941,6,10,0.35,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-67D39D66A4,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Jharkhand,Ranchi,Ranchi,283,218.16,1254,11,11,0.5,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9F21E7A6A6,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Karnataka,Bengaluru,Bengaluru Urban,479,306.08,667,7,12,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BB199DF37D,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Kerala,Kochi,Ernakulam,415,287.8,980,12,13,0.4,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-46348FEB12,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Ladakh,Leh,Leh Ladakh,611,375.72,1293,8,14,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-6D3571C45C,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Lakshadweep,Kavaratti,Lakshadweep District,547,357.44,706,13,15,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CD783EC46F,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Madhya Pradesh,Indore,Indore,743,445.36,1019,9,16,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-77C9284F0B,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Maharashtra,Mumbai,Mumbai,679,427.08,432,14,17,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B2813F6C0F,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Manipur,Imphal,Imphal West,875,515.0,745,10,18,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C408311A2C,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Meghalaya,Shillong,East Khasi Hills,811,496.72,1058,6,19,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BB53F9762C,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Mizoram,Aizawl,Aizawl,747,449.44,471,11,20,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-16204C7F30,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Nagaland,Dimapur,Dimapur,943,566.36,784,7,8,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-6374412CAA,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Odisha,Bhubaneswar,Khordha,879,519.08,1097,12,9,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2B1BB5C9AD,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Puducherry,Puducherry,Puducherry,1075,636.0,510,8,10,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-58302FE0EB,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Punjab,Ludhiana,Ludhiana,1011,588.72,823,13,11,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-99CD285A6F,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Rajasthan,Jaipur,Jaipur,1207,705.64,1136,9,12,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-357C5F6300,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Sikkim,Gangtok,Gangtok,1143,658.36,549,14,13,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9966A8F2A6,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Tamil Nadu,Chennai,Chennai,1339,775.28,862,10,14,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0A15473A48,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Telangana,Hyderabad,Hyderabad,1275,728.0,1175,6,15,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-43B0783293,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Tripura,Agartala,West Tripura,1471,815.92,588,11,16,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-EDF4BD2EF4,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Uttar Pradesh,Lucknow,Lucknow,1407,797.64,901,7,17,0.55,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D11EB3E4CE,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,Uttarakhand,Dehradun,Dehradun,1343,750.36,1214,12,18,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-8D23617E80,LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,West Bengal,Kolkata,Kolkata,1539,867.28,627,8,19,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-466D05E49D,LOC-668FD8A108,Jammu and Kashmir,Budgam,Andaman and Nicobar Islands,Port Blair,South Andamans,1062,617.24,491,14,13,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-37EEE22EE0,LOC-668FD8A108,Jammu and Kashmir,Budgam,Andhra Pradesh,Vijayawada,NTR,888,512.76,804,10,14,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-88C90882B0,LOC-668FD8A108,Jammu and Kashmir,Budgam,Arunachal Pradesh,Itanagar,Papum Pare,974,572.48,1117,6,15,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3C899D99B1,LOC-668FD8A108,Jammu and Kashmir,Budgam,Assam,Guwahati,Kamrup Metro,800,468.0,530,11,16,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5CF8720FA0,LOC-668FD8A108,Jammu and Kashmir,Budgam,Bihar,Patna,Patna,886,527.72,843,7,17,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-485616C0D1,LOC-668FD8A108,Jammu and Kashmir,Budgam,Chandigarh,Chandigarh,Chandigarh,712,423.24,1156,12,18,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-58FE26CFDD,LOC-668FD8A108,Jammu and Kashmir,Budgam,Chhattisgarh,Raipur,Raipur,798,482.96,569,8,19,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3EBCA2DBDF,LOC-668FD8A108,Jammu and Kashmir,Budgam,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,624,378.48,882,13,20,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-38026E9CC8,LOC-668FD8A108,Jammu and Kashmir,Budgam,Delhi,Delhi,New Delhi,710,438.2,1195,9,8,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-31A7AD3270,LOC-668FD8A108,Jammu and Kashmir,Budgam,Goa,Panaji,North Goa,536,333.72,608,14,9,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5D9104CBFF,LOC-668FD8A108,Jammu and Kashmir,Budgam,Gujarat,Ahmedabad,Ahmedabad,362,258.24,921,10,10,0.35,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-86BC738CF8,LOC-668FD8A108,Jammu and Kashmir,Budgam,Haryana,Gurugram,Gurugram,448,288.96,1234,6,11,0.5,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-810E987DA7,LOC-668FD8A108,Jammu and Kashmir,Budgam,Himachal Pradesh,Shimla,Shimla,274,213.48,647,11,12,0.25,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F2BB6AE4DF,LOC-668FD8A108,Jammu and Kashmir,Budgam,Jammu and Kashmir,Jammu,Jammu,257,190.64,960,7,13,0.4,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1A5CC86F1D,LOC-668FD8A108,Jammu and Kashmir,Budgam,Jharkhand,Ranchi,Ranchi,296,225.92,1273,12,14,0.55,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-6872136822,LOC-668FD8A108,Jammu and Kashmir,Budgam,Karnataka,Bengaluru,Bengaluru Urban,492,313.84,686,8,15,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C75814A706,LOC-668FD8A108,Jammu and Kashmir,Budgam,Kerala,Kochi,Ernakulam,428,295.56,999,13,16,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4FC81A111E,LOC-668FD8A108,Jammu and Kashmir,Budgam,Ladakh,Leh,Leh Ladakh,624,383.48,412,9,17,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7A013EE0B6,LOC-668FD8A108,Jammu and Kashmir,Budgam,Lakshadweep,Kavaratti,Lakshadweep District,560,365.2,725,14,18,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-47984BEDBF,LOC-668FD8A108,Jammu and Kashmir,Budgam,Madhya Pradesh,Indore,Indore,756,453.12,1038,10,19,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2A9318490F,LOC-668FD8A108,Jammu and Kashmir,Budgam,Maharashtra,Mumbai,Mumbai,692,434.84,451,6,20,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-54EF2F894C,LOC-668FD8A108,Jammu and Kashmir,Budgam,Manipur,Imphal,Imphal West,628,387.56,764,11,8,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
