location_id,state,district,location_type,display_name,primary_buyer_hub_city,primary_buyer_hub_district,data_status,verified
LOC-75E875F65E,Goa,North Goa,DISTRICT,"North Goa, Goa",Panaji,North Goa,SYNTHETIC_DEMO,FALSE
LOC-1321F7271A,Goa,South Goa,DISTRICT,"South Goa, Goa",Panaji,North Goa,SYNTHETIC_DEMO,FALSE
LOC-537DE6D11C,Gujarat,Ahmedabad,DISTRICT,"Ahmedabad, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-F33223D5CA,Gujarat,Amreli,DISTRICT,"Amreli, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-DAEAB91299,Gujarat,Anand,DISTRICT,"Anand, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-F28DBEF1A4,Gujarat,Arvalli,DISTRICT,"Arvalli, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-B4FB4725FD,Gujarat,Banas Kantha,DISTRICT,"Banas Kantha, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-966C0B5897,Gujarat,Bharuch,DISTRICT,"Bharuch, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-94B32EEB1F,Gujarat,Bhavnagar,DISTRICT,"Bhavnagar, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-B850A75C03,Gujarat,Botad,DISTRICT,"Botad, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-2734E346AA,Gujarat,Chhotaudepur,DISTRICT,"Chhotaudepur, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-48787AD728,Gujarat,Dahod,DISTRICT,"Dahod, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-E02166BB7D,Gujarat,Dangs,DISTRICT,"Dangs, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-CD0450E6F7,Gujarat,Devbhumi Dwarka,DISTRICT,"Devbhumi Dwarka, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-E18544008B,Gujarat,Gandhinagar,DISTRICT,"Gandhinagar, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-39FA4B095C,Gujarat,Gir Somnath,DISTRICT,"Gir Somnath, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-002DC431E8,Gujarat,Jamnagar,DISTRICT,"Jamnagar, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-7A211B6E4B,Gujarat,Junagadh,DISTRICT,"Junagadh, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-2E054DDA34,Gujarat,Kachchh,DISTRICT,"Kachchh, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-C7BDA86A9D,Gujarat,Kheda,DISTRICT,"Kheda, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-F56DEC6ADA,Gujarat,Mahesana,DISTRICT,"Mahesana, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-0A3CA405E8,Gujarat,Mahisagar,DISTRICT,"Mahisagar, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-A406B317B4,Gujarat,Morbi,DISTRICT,"Morbi, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-D52599B2FF,Gujarat,Narmada,DISTRICT,"Narmada, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-B406A57CDD,Gujarat,Navsari,DISTRICT,"Navsari, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-2098E059C1,Gujarat,Panch Mahals,DISTRICT,"Panch Mahals, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-766C1DB36B,Gujarat,Patan,DISTRICT,"Patan, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-27C33365AC,Gujarat,Porbandar,DISTRICT,"Porbandar, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-5AC26FF013,Gujarat,Rajkot,DISTRICT,"Rajkot, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-8B2489A540,Gujarat,Sabarkantha,DISTRICT,"Sabarkantha, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-9F933ED133,Gujarat,Surat,DISTRICT,"Surat, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-0FBF914BD4,Gujarat,Surendranagar,DISTRICT,"Surendranagar, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-EA7CAD0AC6,Gujarat,Tapi,DISTRICT,"Tapi, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-112794D108,Gujarat,Vadodara,DISTRICT,"Vadodara, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-46EAC5C325,Gujarat,Valsad,DISTRICT,"Valsad, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-FDC53A175E,Gujarat,Vav-Tharad,DISTRICT,"Vav-Tharad, Gujarat",Ahmedabad,Ahmedabad,SYNTHETIC_DEMO,FALSE
LOC-DAC165FAAE,Haryana,Ambala,DISTRICT,"Ambala, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-3D603DA0C6,Haryana,Bhiwani,DISTRICT,"Bhiwani, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-C741DC7023,Haryana,Charkhi Dadri,DISTRICT,"Charkhi Dadri, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-4728827CCF,Haryana,Faridabad,DISTRICT,"Faridabad, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-993D069D4A,Haryana,Fatehabad,DISTRICT,"Fatehabad, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-CE8D12D793,Haryana,Gurugram,DISTRICT,"Gurugram, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-79E560BFFF,Haryana,Hansi,DISTRICT,"Hansi, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-64E025EBEE,Haryana,Hisar,DISTRICT,"Hisar, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-A4F939839C,Haryana,Jhajjar,DISTRICT,"Jhajjar, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-039E8EA44B,Haryana,Jind,DISTRICT,"Jind, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-8C8AF365BE,Haryana,Kaithal,DISTRICT,"Kaithal, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-983975E043,Haryana,Karnal,DISTRICT,"Karnal, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-78D0386871,Haryana,Kurukshetra,DISTRICT,"Kurukshetra, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-B32282E06B,Haryana,Mahendragarh,DISTRICT,"Mahendragarh, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-DD694F030E,Haryana,Nuh,DISTRICT,"Nuh, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-C94A6EA5E5,Haryana,Palwal,DISTRICT,"Palwal, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-ED9195B8AF,Haryana,Panchkula,DISTRICT,"Panchkula, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-538CE55B79,Haryana,Panipat,DISTRICT,"Panipat, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-093B474689,Haryana,Rewari,DISTRICT,"Rewari, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-94E74E8189,Haryana,Rohtak,DISTRICT,"Rohtak, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-7B71E4E7CF,Haryana,Sirsa,DISTRICT,"Sirsa, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-248109CB1B,Haryana,Sonipat,DISTRICT,"Sonipat, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-1E0C3E3538,Haryana,Yamunanagar,DISTRICT,"Yamunanagar, Haryana",Gurugram,Gurugram,SYNTHETIC_DEMO,FALSE
LOC-F25B0E33F3,Himachal Pradesh,Bilaspur,DISTRICT,"Bilaspur, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-4AA2DF7A42,Himachal Pradesh,Chamba,DISTRICT,"Chamba, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-5074C41FBA,Himachal Pradesh,Hamirpur,DISTRICT,"Hamirpur, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-C527EC6A74,Himachal Pradesh,Kangra,DISTRICT,"Kangra, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-3DB278A4D5,Himachal Pradesh,Kinnaur,DISTRICT,"Kinnaur, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-BDFA13FCE3,Himachal Pradesh,Kullu,DISTRICT,"Kullu, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-97EE01B9C5,Himachal Pradesh,Lahaul And Spiti,DISTRICT,"Lahaul And Spiti, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-6384BBFA1A,Himachal Pradesh,Mandi,DISTRICT,"Mandi, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-8F3EE981F7,Himachal Pradesh,Shimla,DISTRICT,"Shimla, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-9A439551F7,Himachal Pradesh,Sirmaur,DISTRICT,"Sirmaur, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-2139466C78,Himachal Pradesh,Solan,DISTRICT,"Solan, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-7E40A01190,Himachal Pradesh,Una,DISTRICT,"Una, Himachal Pradesh",Shimla,Shimla,SYNTHETIC_DEMO,FALSE
LOC-59FD0CF40F,Jammu and Kashmir,Anantnag,DISTRICT,"Anantnag, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-3CAC5BD9AA,Jammu and Kashmir,Bandipora,DISTRICT,"Bandipora, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-9A829B0DCB,Jammu and Kashmir,Baramulla,DISTRICT,"Baramulla, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-668FD8A108,Jammu and Kashmir,Budgam,DISTRICT,"Budgam, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-7A6F27E5D5,Jammu and Kashmir,Doda,DISTRICT,"Doda, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-241173CB68,Jammu and Kashmir,Ganderbal,DISTRICT,"Ganderbal, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-A1E7D9088B,Jammu and Kashmir,Jammu,DISTRICT,"Jammu, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-00B2DD9019,Jammu and Kashmir,Kathua,DISTRICT,"Kathua, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-40CD9AFEB1,Jammu and Kashmir,Kishtwar,DISTRICT,"Kishtwar, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-FCB3D9E07D,Jammu and Kashmir,Kulgam,DISTRICT,"Kulgam, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-CF2E346808,Jammu and Kashmir,Kupwara,DISTRICT,"Kupwara, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-A2D294BAA7,Jammu and Kashmir,Poonch,DISTRICT,"Poonch, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-B8850E3DB5,Jammu and Kashmir,Pulwama,DISTRICT,"Pulwama, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-76E7E9F6FE,Jammu and Kashmir,Rajouri,DISTRICT,"Rajouri, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-4546393C8C,Jammu and Kashmir,Ramban,DISTRICT,"Ramban, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-97F92301F4,Jammu and Kashmir,Reasi,DISTRICT,"Reasi, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-47F78709BD,Jammu and Kashmir,Samba,DISTRICT,"Samba, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-971DEC7C00,Jammu and Kashmir,Shopian,DISTRICT,"Shopian, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-F591ABFB49,Jammu and Kashmir,Srinagar,DISTRICT,"Srinagar, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-92D7A1F408,Jammu and Kashmir,Udhampur,DISTRICT,"Udhampur, Jammu and Kashmir",Jammu,Jammu,SYNTHETIC_DEMO,FALSE
LOC-352324A4C4,Jharkhand,Bokaro,DISTRICT,"Bokaro, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-69B480E848,Jharkhand,Chatra,DISTRICT,"Chatra, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-AD940EDC40,Jharkhand,Deoghar,DISTRICT,"Deoghar, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-9284CB722E,Jharkhand,Dhanbad,DISTRICT,"Dhanbad, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-4E58E1BC59,Jharkhand,Dumka,DISTRICT,"Dumka, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-2C5394E89A,Jharkhand,East Singhbum,DISTRICT,"East Singhbum, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-E37AA11EB1,Jharkhand,Garhwa,DISTRICT,"Garhwa, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-349E400756,Jharkhand,Giridih,DISTRICT,"Giridih, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-D580B62307,Jharkhand,Godda,DISTRICT,"Godda, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-63F2BC6E8B,Jharkhand,Gumla,DISTRICT,"Gumla, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-DD457227D5,Jharkhand,Hazaribagh,DISTRICT,"Hazaribagh, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-8BEA891F49,Jharkhand,Jamtara,DISTRICT,"Jamtara, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-BEFB250F21,Jharkhand,Khunti,DISTRICT,"Khunti, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-314AA12495,Jharkhand,Koderma,DISTRICT,"Koderma, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-2ECD35AC3C,Jharkhand,Latehar,DISTRICT,"Latehar, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-7B1F3778AA,Jharkhand,Lohardaga,DISTRICT,"Lohardaga, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-89E2CE9196,Jharkhand,Pakur,DISTRICT,"Pakur, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-D39DB298DE,Jharkhand,Palamu,DISTRICT,"Palamu, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-022A5058B5,Jharkhand,Ramgarh,DISTRICT,"Ramgarh, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-815C678053,Jharkhand,Ranchi,DISTRICT,"Ranchi, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-913862CA0B,Jharkhand,Sahebganj,DISTRICT,"Sahebganj, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-7CB7608157,Jharkhand,Saraikela Kharsawan,DISTRICT,"Saraikela Kharsawan, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-0FD7303152,Jharkhand,Simdega,DISTRICT,"Simdega, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-FE195B721E,Jharkhand,West Singhbhum,DISTRICT,"West Singhbhum, Jharkhand",Ranchi,Ranchi,SYNTHETIC_DEMO,FALSE
LOC-105E367E91,Karnataka,Bagalkote,DISTRICT,"Bagalkote, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-0A3587BB2E,Karnataka,Ballari,DISTRICT,"Ballari, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-77CD97A115,Karnataka,Belagavi,DISTRICT,"Belagavi, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-0E84682796,Karnataka,Bengaluru Rural,DISTRICT,"Bengaluru Rural, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-60E2FC2254,Karnataka,Bengaluru South,DISTRICT,"Bengaluru South, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-43EACD016E,Karnataka,Bengaluru Urban,DISTRICT,"Bengaluru Urban, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-87CD79D25C,Karnataka,Bidar,DISTRICT,"Bidar, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-8EB22DB85E,Karnataka,Chamarajanagar,DISTRICT,"Chamarajanagar, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-3CDA0AA7F7,Karnataka,Chikkaballapura,DISTRICT,"Chikkaballapura, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-85B7800C35,Karnataka,Chikkamagaluru,DISTRICT,"Chikkamagaluru, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-79C20E7FBD,Karnataka,Chitradurga,DISTRICT,"Chitradurga, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-67576C4EFB,Karnataka,Dakshina Kannada,DISTRICT,"Dakshina Kannada, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-B370747027,Karnataka,Davanagere,DISTRICT,"Davanagere, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-E18E0F8FAB,Karnataka,Dharwad,DISTRICT,"Dharwad, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-B4ADB663C8,Karnataka,Gadag,DISTRICT,"Gadag, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-53B08A414B,Karnataka,Hassan,DISTRICT,"Hassan, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-D969F19735,Karnataka,Haveri,DISTRICT,"Haveri, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-ADF2A10D21,Karnataka,Kalaburagi,DISTRICT,"Kalaburagi, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-443D077077,Karnataka,Kodagu,DISTRICT,"Kodagu, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-65F3C06017,Karnataka,Kolar,DISTRICT,"Kolar, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-5A91966D45,Karnataka,Koppal,DISTRICT,"Koppal, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-3631CA6E57,Karnataka,Mandya,DISTRICT,"Mandya, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-66F1A39184,Karnataka,Mysuru,DISTRICT,"Mysuru, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-EEBB3C9478,Karnataka,Raichur,DISTRICT,"Raichur, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-BC9F1C6647,Karnataka,Shivamogga,DISTRICT,"Shivamogga, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-E2A38368C0,Karnataka,Tumakuru,DISTRICT,"Tumakuru, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-D8C9E8A741,Karnataka,Udupi,DISTRICT,"Udupi, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-F5B516C119,Karnataka,Vijayapura,DISTRICT,"Vijayapura, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-0D877BCB3E,Karnataka,Yadgir,DISTRICT,"Yadgir, Karnataka",Bengaluru,Bengaluru Urban,SYNTHETIC_DEMO,FALSE
LOC-D4E55239F8,Kerala,Alappuzha,DISTRICT,"Alappuzha, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-FFC840B47F,Kerala,Ernakulam,DISTRICT,"Ernakulam, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-D29455B615,Kerala,Idukki,DISTRICT,"Idukki, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-CF201DF533,Kerala,Kannur,DISTRICT,"Kannur, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-BF447834DD,Kerala,Kasaragod,DISTRICT,"Kasaragod, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-D58772B08E,Kerala,Kollam,DISTRICT,"Kollam, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-530BD93861,Kerala,Kottayam,DISTRICT,"Kottayam, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-BAD366DCEA,Kerala,Kozhikode,DISTRICT,"Kozhikode, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-245372AB2F,Kerala,Malappuram,DISTRICT,"Malappuram, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-837FC1D36A,Kerala,Palakkad,DISTRICT,"Palakkad, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-7A49473D39,Kerala,Pathanamthitta,DISTRICT,"Pathanamthitta, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-F15477CC43,Kerala,Thiruvananthapuram,DISTRICT,"Thiruvananthapuram, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-CB1D8901C8,Kerala,Thrissur,DISTRICT,"Thrissur, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-437C637BFF,Kerala,Wayanad,DISTRICT,"Wayanad, Kerala",Kochi,Ernakulam,SYNTHETIC_DEMO,FALSE
LOC-8DF23A2205,Ladakh,Kargil,DISTRICT,"Kargil, Ladakh",Leh,Leh Ladakh,SYNTHETIC_DEMO,FALSE
LOC-8CFE6AFC95,Ladakh,Leh Ladakh,DISTRICT,"Leh Ladakh, Ladakh",Leh,Leh Ladakh,SYNTHETIC_DEMO,FALSE
LOC-ADD1E862EC,Lakshadweep,Lakshadweep District,DISTRICT,"Lakshadweep District, Lakshadweep",Kavaratti,Lakshadweep District,SYNTHETIC_DEMO,FALSE
LOC-E427178CDA,Madhya Pradesh,Agar-Malwa,DISTRICT,"Agar-Malwa, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-D95E7224E0,Madhya Pradesh,Alirajpur,DISTRICT,"Alirajpur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-51C4662468,Madhya Pradesh,Anuppur,DISTRICT,"Anuppur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-FF22725390,Madhya Pradesh,Ashoknagar,DISTRICT,"Ashoknagar, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-CB11BF72AA,Madhya Pradesh,Balaghat,DISTRICT,"Balaghat, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-C102C54343,Madhya Pradesh,Barwani,DISTRICT,"Barwani, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-5C5C6ADDA2,Madhya Pradesh,Betul,DISTRICT,"Betul, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-C27EFCF574,Madhya Pradesh,Bhind,DISTRICT,"Bhind, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-12EC47D8C7,Madhya Pradesh,Bhopal,DISTRICT,"Bhopal, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-090C6BF39E,Madhya Pradesh,Burhanpur,DISTRICT,"Burhanpur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-4F733D70DA,Madhya Pradesh,Chhatarpur,DISTRICT,"Chhatarpur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-5F03BC861C,Madhya Pradesh,Chhindwara,DISTRICT,"Chhindwara, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-5DA1286909,Madhya Pradesh,Damoh,DISTRICT,"Damoh, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-568FC67F02,Madhya Pradesh,Datia,DISTRICT,"Datia, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-35E7A4D505,Madhya Pradesh,Dewas,DISTRICT,"Dewas, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-7805190412,Madhya Pradesh,Dhar,DISTRICT,"Dhar, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
